,proportion
C,0.47924355542365715
L,0.29836829468079823
T,0.02198197160675184
Cc,0.031185684350935765
Cl,0.0635521268992347
Ct,0.0010475590545202126
Lc,0.014105504478307048
Ll,0.032600252920177646
Lt,0.001371856255028584
Tc,0.001548716874622906
Tl,0.004896729533920063
Tt,2.7209326091434095e-05
CcC,0.00486097774498597
CcL,0.0035495515048813847
CcT,2.15143508629944e-05
ClC,0.013792913615768248
ClL,0.005822479396054205
ClT,4.9356451979810674e-05
CtC,0.0001398432806094636
CtL,0.0004929317447727246
CtT,3.7966501522931293e-06
LcC,0.000947896988022518
LcL,0.0036795867725974247
LcT,9.491625380732823e-06
LlC,0.002024563693710311
LlL,0.0066520474543302534
LlT,1.5186600609172517e-05
LtC,2.9424038680271752e-05
LtL,0.0005764580481231735
LtT,2.847487614219847e-06
TcC,6.48594401016743e-05
TcL,0.00018034088223392364
TcT,2.214712588837659e-06
TlC,0.00012086002984799795
TlL,0.00042111177939184626
TlT,1.5819375634554706e-06
TtC,2.214712588837659e-06
TtL,7.593300304586259e-06
TtT,3.7966501522931293e-06
CcCc,0.00023317759685333636
CcCl,0.0001771770071070127
CcCt,1.2655500507643766e-06
CcLc,0.00029329122426464423
CcLl,0.00010124400406115012
CcLt,2.214712588837659e-06
CcTc,1.5819375634554706e-06
CcTl,2.847487614219847e-06
CcTt,0.0
ClCc,0.00014553825583790329
ClCl,0.0008033078947226879
ClCt,2.214712588837659e-06
ClLc,6.928886527934961e-05
ClLl,0.00046477325614321724
ClLt,4.113037664984223e-06
ClTc,9.491625380732823e-07
ClTl,2.847487614219847e-06
ClTt,3.1638751269109415e-07
CtCc,6.327750253821883e-07
CtCl,2.214712588837659e-06
CtCt,3.1638751269109415e-07
CtLc,3.7966501522931293e-06
CtLl,5.062200203057506e-06
CtLt,3.8282889035622386e-05
CtTc,0.0
CtTl,0.0
CtTt,3.1638751269109415e-07
LcCc,0.00011389950456879388
LcCl,2.784210111681628e-05
LcCt,3.1638751269109415e-07
LcLc,0.00040402685370652717
LcLl,8.0678815736229e-05
LcLt,2.214712588837659e-06
LcTc,6.327750253821883e-07
LcTl,0.0
LcTt,0.0
LlCc,2.626016355336081e-05
LlCl,7.340190294433384e-05
LlCt,9.491625380732823e-07
LlLc,0.0001021931665992234
LlLl,0.0003723881024374178
LlLt,1.5819375634554706e-06
LlTc,3.1638751269109415e-07
LlTl,9.491625380732823e-07
LlTt,0.0
LtCc,6.327750253821883e-07
LtCl,1.5819375634554706e-06
LtCt,0.0
LtLc,3.1638751269109412e-06
LtLl,4.113037664984223e-06
LtLt,1.2655500507643766e-06
LtTc,0.0
LtTl,0.0
LtTt,0.0
TcCc,4.113037664984223e-06
TcCl,1.7084925685319082e-05
TcCt,0.0
TcLc,6.3277502538218825e-06
TcLl,1.2655500507643766e-06
TcLt,0.0
TcTc,6.327750253821883e-07
TcTl,0.0
TcTt,0.0
TlCc,9.491625380732823e-07
TlCl,1.8666863248774554e-05
TlCt,0.0
TlLc,2.847487614219847e-06
TlLl,6.106278994938116e-05
TlLt,3.1638751269109415e-07
TlTc,0.0
TlTl,0.0
TlTt,0.0
TtCc,0.0
TtCl,0.0
TtCt,0.0
TtLc,0.0
TtLl,0.0
TtLt,0.0
TtTc,0.0
TtTl,0.0
TtTt,0.0
CcCcC,0.0002739915859904875
CcCcL,6.0430014923998976e-05
CcCcT,2.847487614219847e-06
CcClC,9.554902883271043e-05
CcClL,4.239592670060661e-05
CcClT,9.491625380732823e-07
CcCtC,9.491625380732823e-07
CcCtL,1.2655500507643766e-06
CcCtT,0.0
CcLcC,5.600058974632366e-05
CcLcL,0.00015502988121863612
CcLcT,6.327750253821883e-07
CcLlC,3.385346385794707e-05
CcLlL,3.670095147216692e-05
CcLlT,0.0
CcLtC,0.0
CcLtL,0.0
CcLtT,0.0
CcTcC,0.0
CcTcL,6.327750253821883e-07
CcTcT,0.0
CcTlC,0.0
CcTlL,6.327750253821883e-07
CcTlT,0.0
CcTtC,0.0
CcTtL,0.0
CcTtT,0.0
ClCcC,6.802331522858523e-05
ClCcL,2.626016355336081e-05
ClCcT,2.531100101528753e-06
ClClC,0.0007137702286311084
ClClL,0.00013731218050793486
ClClT,7.593300304586259e-06
ClCtC,3.1638751269109415e-07
ClCtL,3.7966501522931293e-06
ClCtT,0.0
ClLcC,2.088157583761221e-05
ClLcL,2.626016355336081e-05
ClLcT,3.1638751269109415e-07
ClLlC,5.948085238592569e-05
ClLlL,0.0002167254461933995
ClLlT,9.491625380732823e-07
ClLtC,0.0
ClLtL,3.1638751269109415e-07
ClLtT,0.0
ClTcC,1.2655500507643766e-06
ClTcL,3.1638751269109415e-07
ClTcT,0.0
ClTlC,0.0
ClTlL,6.327750253821883e-07
ClTlT,0.0
ClTtC,0.0
ClTtL,0.0
ClTtT,0.0
CtCcC,3.1638751269109415e-07
CtCcL,3.1638751269109415e-07
CtCcT,0.0
CtClC,3.1638751269109415e-07
CtClL,3.1638751269109415e-07
CtClT,0.0
CtCtC,3.1638751269109415e-07
CtCtL,1.2655500507643765e-05
CtCtT,0.0
CtLcC,6.327750253821883e-07
CtLcL,3.1638751269109415e-07
CtLcT,0.0
CtLlC,1.5819375634554706e-06
CtLlL,1.8983250761465647e-06
CtLlT,0.0
CtLtC,9.491625380732823e-07
CtLtL,3.1638751269109415e-07
CtLtT,0.0
CtTcC,0.0
CtTcL,0.0
CtTcT,0.0
CtTlC,0.0
CtTlL,0.0
CtTlT,0.0
CtTtC,0.0
CtTtL,0.0
CtTtT,0.0
LcCcC,8.131159076161119e-05
LcCcL,1.8983250761465647e-05
LcCcT,1.2655500507643766e-06
LcClC,1.7084925685319082e-05
LcClL,4.113037664984223e-06
LcClT,0.0
LcCtC,6.327750253821883e-07
LcCtL,6.327750253821883e-07
LcCtT,0.0
LcLcC,3.8599276548313486e-05
LcLcL,0.0001774933946197038
LcLcT,9.491625380732823e-07
LcLlC,1.7084925685319082e-05
LcLlL,2.7209326091434095e-05
LcLlT,0.0
LcLtC,3.1638751269109415e-07
LcLtL,3.1638751269109415e-07
LcLtT,0.0
LcTcC,0.0
LcTcL,0.0
LcTcT,0.0
LcTlC,0.0
LcTlL,3.1638751269109415e-07
LcTlT,0.0
LcTtC,0.0
LcTtL,0.0
LcTtT,3.1638751269109415e-07
LlCcC,2.056518832492112e-05
LlCcL,6.3277502538218825e-06
LlCcT,0.0
LlClC,9.048682862965292e-05
LlClL,1.4237438071099235e-05
LlClT,1.2655500507643766e-06
LlCtC,0.0
LlCtL,6.327750253821883e-07
LlCtT,0.0
LlLcC,1.2339112994952669e-05
LlLcL,3.258791380718269e-05
LlLcT,0.0
LlLlC,2.9740426192962845e-05
LlLlL,0.00014712019340135877
LlLlT,0.0
LlLtC,0.0
LlLtL,6.327750253821883e-07
LlLtT,0.0
LlTcC,0.0
LlTcL,0.0
LlTcT,0.0
LlTlC,3.1638751269109415e-07
LlTlL,0.0
LlTlT,0.0
LlTtC,0.0
LlTtL,0.0
LlTtT,0.0
LtCcC,3.1638751269109415e-07
LtCcL,0.0
LtCcT,0.0
LtClC,3.1638751269109415e-07
LtClL,3.1638751269109415e-07
LtClT,0.0
LtCtC,0.0
LtCtL,3.1638751269109415e-07
LtCtT,0.0
LtLcC,1.2655500507643766e-06
LtLcL,1.5819375634554706e-06
LtLcT,0.0
LtLlC,6.327750253821883e-07
LtLlL,3.1638751269109415e-07
LtLlT,0.0
LtLtC,0.0
LtLtL,0.0
LtLtT,0.0
LtTcC,0.0
LtTcL,0.0
LtTcT,0.0
LtTlC,0.0
LtTlL,0.0
LtTlT,0.0
LtTtC,0.0
LtTtL,0.0
LtTtT,0.0
TcCcC,3.733372649754911e-05
TcCcL,2.214712588837659e-06
TcCcT,3.1638751269109415e-07
