,proportion
ClTcL,3.438278770141437e-07
ClTcT,0.0
ClTlC,0.0
ClTlL,0.0
ClTlT,0.0
ClTtC,0.0
ClTtL,0.0
ClTtT,0.0
CtCcC,7.908041171325305e-06
CtCcL,1.3753115080565748e-06
CtCcT,6.876557540282874e-07
CtClC,1.0314836310424313e-06
CtClL,0.0
CtClT,0.0
CtCtC,2.7850058038145642e-05
CtCtL,6.876557540282874e-07
CtCtT,1.3753115080565748e-06
CtLcC,3.438278770141437e-07
CtLcL,1.0314836310424313e-06
CtLcT,3.438278770141437e-07
CtLlC,0.0
CtLlL,0.0
CtLlT,0.0
CtLtC,0.0
CtLtL,1.0314836310424313e-06
CtLtT,0.0
CtTcC,3.438278770141437e-07
CtTcL,0.0
CtTcT,3.438278770141437e-07
CtTlC,3.438278770141437e-07
CtTlL,0.0
CtTlT,0.0
CtTtC,1.0314836310424313e-06
CtTtL,3.438278770141437e-07
CtTtT,1.7191393850707188e-06
LcCcC,2.9913025300230508e-05
LcCcL,3.0944508931272936e-06
LcCcT,2.7506230161131497e-06
LcClC,0.0
LcClL,0.0
LcClT,0.0
LcCtC,2.0629672620848626e-06
LcCtL,0.0
LcCtT,1.0314836310424313e-06
LcLcC,6.188901786254587e-06
LcLcL,1.9598188989806194e-05
LcLcT,5.157418155212157e-06
LcLlC,0.0
LcLlL,0.0
LcLlT,0.0
LcLtC,0.0
LcLtL,6.876557540282874e-07
LcLtT,0.0
LcTcC,1.0314836310424313e-06
LcTcL,0.0
LcTcT,3.438278770141437e-07
LcTlC,0.0
LcTlL,0.0
LcTlT,3.438278770141437e-07
LcTtC,6.876557540282874e-07
LcTtL,0.0
LcTtT,6.876557540282874e-07
LlCcC,1.3753115080565748e-06
LlCcL,0.0
LlCcT,0.0
LlClC,1.0314836310424313e-06
LlClL,0.0
LlClT,0.0
LlCtC,0.0
LlCtL,0.0
LlCtT,0.0
LlLcC,0.0
LlLcL,0.0
LlLcT,0.0
LlLlC,3.438278770141437e-07
LlLlL,0.0
LlLlT,0.0
LlLtC,0.0
LlLtL,0.0
LlLtT,0.0
LlTcC,0.0
LlTcL,0.0
LlTcT,0.0
LlTlC,0.0
LlTlL,0.0
LlTlT,0.0
LlTtC,0.0
LlTtL,0.0
LlTtT,0.0
LtCcC,4.813590278198012e-06
LtCcL,3.438278770141437e-07
LtCcT,0.0
LtClC,3.438278770141437e-07
LtClL,0.0
LtClT,0.0
LtCtC,1.0314836310424313e-06
LtCtL,0.0
LtCtT,0.0
LtLcC,6.876557540282874e-07
LtLcL,3.438278770141437e-07
LtLcT,0.0
LtLlC,0.0
LtLlL,0.0
LtLlT,0.0
LtLtC,1.0314836310424313e-06
LtLtL,1.0314836310424314e-05
LtLtT,0.0
LtTcC,0.0
LtTcL,3.438278770141437e-07
LtTcT,3.438278770141437e-07
LtTlC,0.0
LtTlL,0.0
LtTlT,0.0
LtTtC,3.438278770141437e-07
LtTtL,6.876557540282874e-07
LtTtT,6.188901786254587e-06
TcCcC,2.0285844743834483e-05
TcCcL,3.438278770141437e-07
TcCcT,1.3753115080565748e-06
TcClC,0.0
TcClL,0.0
TcClT,0.0
TcCtC,3.438278770141437e-07
TcCtL,3.438278770141437e-07
TcCtT,3.438278770141437e-07
TcLcC,0.0
TcLcL,3.438278770141437e-07
TcLcT,6.876557540282874e-07
TcLlC,0.0
TcLlL,3.438278770141437e-07
TcLlT,0.0
TcLtC,0.0
TcLtL,1.0314836310424313e-06
TcLtT,0.0
TcTcC,3.438278770141437e-07
TcTcL,0.0
TcTcT,0.0
TcTlC,0.0
TcTlL,0.0
TcTlT,0.0
TcTtC,0.0
TcTtL,0.0
TcTtT,0.0
TlCcC,0.0
TlCcL,0.0
TlCcT,0.0
TlClC,3.438278770141437e-07
TlClL,0.0
TlClT,0.0
TlCtC,3.438278770141437e-07
TlCtL,0.0
TlCtT,0.0
TlLcC,0.0
TlLcL,0.0
TlLcT,0.0
TlLlC,0.0
TlLlL,0.0
TlLlT,0.0
TlLtC,0.0
TlLtL,0.0
TlLtT,0.0
TlTcC,3.438278770141437e-07
TlTcL,0.0
TlTcT,0.0
TlTlC,0.0
TlTlL,0.0
TlTlT,0.0
TlTtC,0.0
TlTtL,0.0
TlTtT,0.0
TtCcC,1.7191393850707188e-06
TtCcL,0.0
TtCcT,0.0
TtClC,0.0
TtClL,0.0
TtClT,3.438278770141437e-07
TtCtC,0.0
TtCtL,0.0
TtCtT,0.0
TtLcC,0.0
TtLcL,0.0
TtLcT,0.0
TtLlC,0.0
TtLlL,0.0
TtLlT,0.0
TtLtC,0.0
TtLtL,0.0
TtLtT,0.0
TtTcC,6.876557540282874e-07
TtTcL,0.0
TtTcT,0.0
TtTlC,0.0
TtTlL,0.0
TtTlT,0.0
TtTtC,3.438278770141437e-07
TtTtL,0.0
TtTtT,1.7191393850707188e-06
