,proportion
C,0.6635967734457252
L,0.15218777010932727
T,0.06398940615433676
Cc,0.044222822077749274
Cl,0.010342418995944378
Ct,0.017215753105797853
Lc,0.009510486979905846
Ll,0.0017969279204602126
Lt,0.0043021477567049314
Tc,0.002414751470205186
Tl,0.00023898726695443148
Tt,0.0012333853903389587
CcC,0.012049255501890224
CcL,0.0012816351855600425
CcT,0.0009525565040912434
ClC,0.0038490520234569395
ClL,0.0003505649184031881
ClT,0.0005318786020074177
CtC,0.003378993471576536
CtL,0.00033774856654758767
CtT,0.0003554652882303295
LcC,0.0012733422520064188
LcL,0.0005763588819768544
LcT,0.00019149137478367693
LlC,0.00031475452351253984
LlL,8.707580231304996e-05
LlT,1.2816351855600425e-05
LtC,0.00017038208937445273
LtL,0.00025481923101134963
LtT,0.0001368334036347928
TcC,0.00021410846629356004
TcL,0.0001210014395778746
TcT,9.649959044216791e-05
TlC,3.995686166746015e-05
TlL,3.015612201317747e-06
TlT,2.2617091509883107e-06
TtC,3.920295861713072e-05
TtL,5.277321352306057e-06
TtT,6.521261385349628e-05
CcCc,0.00040032251972493095
CcCl,1.43241579562593e-05
CcCt,8.217543248590862e-05
CcLc,0.00021222370866773644
CcLl,2.2617091509883107e-06
CcLt,1.7716721682741766e-05
CcTc,7.953677180975558e-05
CcTl,9.046836603953243e-06
CcTt,2.6386606761530287e-06
ClCc,6.106614707668438e-05
ClCl,2.2617091509883107e-06
ClCt,2.374794608537726e-05
ClLc,3.015612201317747e-06
ClLl,1.9978430833730075e-05
ClLt,7.539030503294368e-07
ClTc,2.2617091509883107e-06
ClTl,5.654272877470776e-06
ClTt,1.1685497280106271e-05
CtCc,3.27947826893305e-05
CtCl,2.6386606761530287e-06
CtCt,4.071076471778959e-05
CtLc,2.2617091509883107e-06
CtLl,3.769515251647184e-07
CtLt,3.769515251647184e-06
CtTc,1.1308545754941553e-06
CtTl,0.0
CtTt,1.1308545754941553e-06
LcCc,3.9579910142295434e-05
LcCl,1.2439400330435706e-05
LcCt,3.392563726482466e-06
LcLc,8.594494773755581e-05
LcLl,3.769515251647184e-07
LcLt,1.960147930856536e-05
LcTc,1.9978430833730075e-05
LcTl,7.539030503294368e-07
LcTt,3.769515251647184e-07
LlCc,1.43241579562593e-05
LlCl,2.2617091509883107e-06
LlCt,2.2617091509883107e-06
LlLc,7.539030503294368e-07
LlLl,2.2617091509883107e-06
LlLt,3.769515251647184e-07
LlTc,0.0
LlTl,0.0
LlTt,3.769515251647184e-07
LtCc,2.2617091509883107e-06
LtCl,0.0
LtCt,7.539030503294368e-07
LtLc,3.769515251647184e-07
LtLl,7.539030503294368e-07
LtLt,2.7517461337024444e-05
LtTc,3.769515251647184e-07
LtTl,0.0
LtTt,0.0
TcCc,2.6386606761530287e-06
TcCl,3.769515251647184e-07
TcCt,1.5078061006588736e-06
TcLc,3.015612201317747e-06
TcLl,0.0
TcLt,0.0
TcTc,1.884757625823592e-06
TcTl,0.0
TcTt,0.0
TlCc,7.539030503294368e-07
TlCl,0.0
TlCt,0.0
TlLc,0.0
TlLl,1.1308545754941553e-06
TlLt,0.0
TlTc,0.0
TlTl,7.539030503294368e-07
TlTt,0.0
TtCc,1.5078061006588736e-06
TtCl,3.769515251647184e-07
TtCt,3.769515251647184e-07
TtLc,3.769515251647184e-07
TtLl,0.0
TtLt,3.769515251647184e-07
TtTc,0.0
TtTl,0.0
TtTt,0.0
CcCcC,0.0005115232196485228
CcCcL,4.108771624295431e-05
CcCcT,2.2240139984718387e-05
CcClC,1.2062448805270989e-05
CcClL,1.5078061006588736e-06
CcClT,2.6386606761530287e-06
CcCtC,6.370480775283741e-05
CcCtL,1.884757625823592e-06
CcCtT,1.1685497280106271e-05
CcLcC,1.2439400330435706e-05
CcLcL,1.5831964056918173e-05
CcLcT,9.80073965428268e-06
CcLlC,3.769515251647184e-07
CcLlL,0.0
CcLlT,0.0
CcLtC,7.539030503294368e-07
CcLtL,0.0
CcLtT,0.0
CcTcC,3.392563726482466e-06
CcTcL,0.0
CcTcT,9.42378812911796e-06
CcTlC,3.769515251647184e-07
CcTlL,0.0
CcTlT,0.0
CcTtC,0.0
CcTtL,0.0
CcTtT,0.0
ClCcC,1.2439400330435706e-05
ClCcL,1.1308545754941553e-06
ClCcT,0.0
ClClC,2.6386606761530286e-05
ClClL,1.1308545754941553e-06
ClClT,1.5078061006588736e-06
ClCtC,2.6386606761530287e-06
ClCtL,1.5078061006588736e-06
ClCtT,3.769515251647184e-07
ClLcC,7.539030503294368e-07
ClLcL,3.769515251647184e-07
ClLcT,3.769515251647184e-07
ClLlC,1.5078061006588736e-06
ClLlL,3.769515251647184e-07
ClLlT,0.0
ClLtC,3.769515251647184e-07
ClLtL,0.0
ClLtT,0.0
ClTcC,0.0
ClTcL,0.0
ClTcT,7.539030503294368e-07
ClTlC,0.0
ClTlL,0.0
ClTlT,0.0
ClTtC,3.769515251647184e-07
ClTtL,0.0
ClTtT,7.539030503294368e-07
CtCcC,1.2816351855600425e-05
CtCcL,1.5078061006588736e-06
CtCcT,0.0
CtClC,2.6386606761530287e-06
CtClL,0.0
CtClT,0.0
CtCtC,1.5078061006588736e-05
CtCtL,1.884757625823592e-06
CtCtT,3.769515251647184e-07
CtLcC,7.539030503294368e-07
CtLcL,0.0
CtLcT,0.0
CtLlC,3.769515251647184e-07
CtLlL,0.0
CtLlT,0.0
CtLtC,0.0
CtLtL,0.0
CtLtT,0.0
CtTcC,0.0
CtTcL,0.0
CtTcT,0.0
CtTlC,0.0
CtTlL,0.0
CtTlT,0.0
CtTtC,3.769515251647184e-07
CtTtL,0.0
CtTtT,0.0
LcCcC,4.8249795221083954e-05
LcCcL,3.015612201317747e-06
LcCcT,1.1308545754941553e-06
LcClC,1.5078061006588736e-06
LcClL,3.769515251647184e-07
LcClT,3.769515251647184e-07
LcCtC,6.408175927800213e-06
LcCtL,3.769515251647184e-07
LcCtT,3.769515251647184e-07
LcLcC,7.915982028459086e-06
LcLcL,1.5078061006588736e-06
LcLcT,1.1308545754941553e-06
LcLlC,7.539030503294368e-07
LcLlL,0.0
LcLlT,0.0
LcLtC,3.769515251647184e-07
LcLtL,0.0
LcLtT,3.769515251647184e-07
LcTcC,0.0
LcTcL,0.0
LcTcT,2.6386606761530287e-06
LcTlC,0.0
LcTlL,0.0
LcTlT,0.0
LcTtC,0.0
LcTtL,0.0
LcTtT,0.0
LlCcC,2.563270371120085e-05
LlCcL,1.1308545754941553e-06
LlCcT,3.769515251647184e-07
LlClC,3.581039489064825e-05
LlClL,1.884757625823592e-06
LlClT,3.769515251647184e-07
LlCtC,3.769515251647184e-07
LlCtL,0.0
LlCtT,0.0
LlLcC,0.0
LlLcL,0.0
LlLcT,3.769515251647184e-07
LlLlC,3.769515251647184e-07
LlLlL,3.769515251647184e-07
LlLlT,0.0
LlLtC,0.0
LlLtL,0.0
LlLtT,0.0
LlTcC,0.0
LlTcL,0.0
LlTcT,0.0
LlTlC,0.0
LlTlL,0.0
LlTlT,0.0
LlTtC,0.0
LlTtL,0.0
LlTtT,0.0
LtCcC,1.5078061006588736e-06
LtCcL,3.769515251647184e-07
LtCcT,3.769515251647184e-07
LtClC,3.769515251647184e-07
LtClL,0.0
LtClT,0.0
LtCtC,3.769515251647184e-07
LtCtL,0.0
LtCtT,0.0
LtLcC,1.1308545754941553e-06
LtLcL,0.0
LtLcT,0.0
LtLlC,3.769515251647184e-07
LtLlL,0.0
LtLlT,0.0
LtLtC,7.539030503294368e-07
LtLtL,0.0
LtLtT,0.0
LtTcC,0.0
LtTcL,0.0
LtTcT,0.0
LtTlC,0.0
LtTlL,0.0
LtTlT,0.0
LtTtC,0.0
LtTtL,0.0
LtTtT,0.0
TcCcC,6.785127452964932e-06
TcCcL,3.769515251647184e-07
TcCcT,0.0
TcClC,0.0
TcClL,0.0
TcClT,0.0
TcCtC,3.769515251647184e-07
TcCtL,0.0
TcCtT,3.769515251647184e-07
TcLcC,3.769515251647184e-07
TcLcL,0.0
TcLcT,0.0
TcLlC,0.0
TcLlL,0.0
TcLlT,0.0
TcLtC,0.0
TcLtL,0.0
TcLtT,0.0
TcTcC,3.769515251647184e-07
TcTcL,0.0
TcTcT,0.0
TcTlC,0.0
TcTlL,0.0
TcTlT,0.0
TcTtC,0.0
TcTtL,0.0
TcTtT,0.0
TlCcC,0.0
TlCcL,0.0
TlCcT,0.0
TlClC,7.539030503294368e-07
TlClL,0.0
TlClT,0.0
TlCtC,0.0
TlCtL,0.0
TlCtT,0.0
TlLcC,0.0
TlLcL,0.0
TlLcT,0.0
TlLlC,0.0
TlLlL,0.0
TlLlT,0.0
TlLtC,0.0
TlLtL,0.0
TlLtT,0.0
TlTcC,0.0
TlTcL,0.0
TlTcT,0.0
TlTlC,0.0
TlTlL,0.0
TlTlT,0.0
TlTtC,0.0
TlTtL,0.0
TlTtT,0.0
TtCcC,7.539030503294368e-07
TtCcL,0.0
TtCcT,0.0
TtClC,0.0
TtClL,0.0
TtClT,0.0
TtCtC,1.1308545754941553e-06
TtCtL,0.0
TtCtT,0.0
