,proportion
C,0.5905223135523441
L,0.24405882172814156
T,0.015467943396486732
Cc,0.03310160749912763
Cl,0.03659852632733678
Ct,0.0003802461774322885
Lc,0.014844406965706172
Ll,0.013610794145824076
Lt,0.0002695373346223567
Tc,0.0005797912953237461
Tl,0.001079495342657329
Tt,1.9517060434577644e-05
CcC,0.010171753496834706
CcL,0.002035831303951633
CcT,3.6342112533351465e-05
ClC,0.021366806662316835
ClL,0.003778233699300651
ClT,6.0906688597561264e-05
CtC,4.946565317039506e-05
CtL,1.4806045846920968e-05
CtT,4.711014587656672e-06
LcC,0.0015869389139563476
LcL,0.000969459501931348
LcT,6.730020839509531e-06
LlC,0.0023507962792406792
LlL,0.0018507557308651212
LlT,1.4133043762970016e-05
LtC,1.1441035427166203e-05
LtL,8.580776570374652e-05
LtT,1.3460041679019062e-06
TcC,0.00017767255016305165
TcL,1.177753646914168e-05
TcT,3.028509377779289e-06
TlC,0.0012692819303314975
TlL,0.00010195981571856941
TlT,6.864621256299723e-05
TtC,2.0190062518528592e-06
TtL,1.3460041679019062e-06
TtT,5.384016671607625e-06
CcCc,0.0005077800723409942
CcCl,0.00010162331467659393
CcCt,0.0
CcLc,0.00013493691783216612
CcLl,7.503973236053127e-05
CcLt,3.3650104197547654e-07
CcTc,2.0190062518528592e-06
CcTl,1.0095031259264296e-06
CcTt,3.3650104197547654e-07
ClCc,0.00015378097618279278
ClCl,0.00010700733134820155
ClCt,3.3650104197547654e-07
ClLc,3.3650104197547656e-05
ClLl,5.283066359014982e-05
ClLt,0.0
ClTc,0.0
ClTl,3.3650104197547654e-07
ClTt,0.0
CtCc,0.0
CtCl,3.3650104197547654e-07
CtCt,0.0
CtLc,3.3650104197547654e-07
CtLl,3.3650104197547654e-07
CtLt,0.0
CtTc,0.0
CtTl,0.0
CtTt,0.0
LcCc,8.109675111608986e-05
LcCl,7.066521881485008e-06
LcCt,0.0
LcLc,0.00010162331467659393
LcLl,1.076803334321525e-05
LcLt,0.0
LcTc,6.730020839509531e-07
LcTl,0.0
LcTt,0.0
LlCc,2.759308544198908e-05
LlCl,7.739523965435962e-06
LlCt,3.3650104197547654e-07
LlLc,1.6825052098773828e-05
LlLl,0.0001605109970223023
LlLt,0.0
LlTc,0.0
LlTl,0.0
LlTt,0.0
LtCc,0.0
LtCl,0.0
LtCt,0.0
LtLc,0.0
LtLl,0.0
LtLt,0.0
LtTc,0.0
LtTl,0.0
LtTt,0.0
TcCc,4.711014587656672e-06
TcCl,0.0
TcCt,0.0
TcLc,1.3460041679019062e-06
TcLl,3.3650104197547654e-07
TcLt,0.0
TcTc,0.0
TcTl,0.0
TcTt,0.0
TlCc,3.701511461730242e-06
TlCl,7.066521881485008e-06
TlCt,0.0
TlLc,6.730020839509531e-07
TlLl,3.3650104197547654e-07
TlLt,0.0
TlTc,0.0
TlTl,0.0
TlTt,0.0
TtCc,0.0
TtCl,3.3650104197547654e-07
TtCt,0.0
TtLc,0.0
TtLl,0.0
TtLt,3.3650104197547654e-07
TtTc,0.0
TtTl,3.3650104197547654e-07
TtTt,0.0
CcCcC,0.00042096280351132116
CcCcL,2.355507293828336e-05
CcCcT,7.066521881485008e-06
CcClC,0.00010936283864202987
CcClL,9.422029175313345e-06
CcClT,1.3460041679019062e-06
CcCtC,6.730020839509531e-07
CcCtL,0.0
CcCtT,0.0
CcLcC,2.422807502223431e-05
CcLcL,3.4996108365449564e-05
CcLcT,6.730020839509531e-07
CcLlC,1.7161553140749307e-05
CcLlL,3.3650104197547654e-06
CcLlT,3.3650104197547654e-07
CcLtC,0.0
CcLtL,0.0
CcLtT,0.0
CcTcC,0.0
CcTcL,0.0
CcTcT,0.0
CcTlC,1.0095031259264296e-06
CcTlL,0.0
CcTlT,0.0
CcTtC,0.0
CcTtL,0.0
CcTtT,0.0
ClCcC,0.0001204673730272206
ClCcL,1.076803334321525e-05
ClCcT,3.3650104197547654e-07
ClClC,0.0006221904266126561
ClClL,3.768811670125338e-05
ClClT,6.730020839509531e-06
ClCtC,1.6825052098773827e-06
ClCtL,3.3650104197547654e-07
ClCtT,3.3650104197547654e-07
ClLcC,1.8171056266675732e-05
ClLcL,4.711014587656672e-06
ClLcT,0.0
ClLlC,7.234772402472746e-05
ClLlL,4.038012503705719e-05
ClLlT,3.3650104197547654e-07
ClLtC,0.0
ClLtL,0.0
ClLtT,0.0
ClTcC,0.0
ClTcL,0.0
ClTcT,0.0
ClTlC,1.3460041679019062e-06
ClTlL,0.0
ClTlT,0.0
ClTtC,0.0
ClTtL,0.0
ClTtT,0.0
CtCcC,3.3650104197547654e-07
CtCcL,0.0
CtCcT,0.0
CtClC,6.730020839509531e-07
CtClL,0.0
CtClT,0.0
CtCtC,1.3460041679019062e-06
CtCtL,0.0
CtCtT,0.0
CtLcC,6.730020839509531e-07
CtLcL,1.2114037511117155e-05
CtLcT,0.0
CtLlC,0.0
CtLlL,3.3650104197547654e-07
CtLlT,0.0
CtLtC,3.3650104197547654e-07
CtLtL,0.0
CtLtT,0.0
CtTcC,0.0
CtTcL,0.0
CtTcT,0.0
CtTlC,0.0
CtTlL,0.0
CtTlT,0.0
CtTtC,0.0
CtTtL,0.0
CtTtT,3.3650104197547654e-07
LcCcC,3.5669110449400514e-05
LcCcL,3.3650104197547654e-06
LcCcT,3.3650104197547654e-07
LcClC,1.1441035427166203e-05
LcClL,1.3460041679019062e-06
LcClT,0.0
LcCtC,0.0
LcCtL,0.0
LcCtT,0.0
LcLcC,1.6825052098773828e-05
LcLcL,1.2114037511117155e-05
LcLcT,0.0
LcLlC,3.701511461730242e-06
LcLlL,3.3650104197547654e-07
LcLlT,0.0
LcLtC,0.0
LcLtL,0.0
LcLtT,0.0
LcTcC,0.0
LcTcL,0.0
LcTcT,0.0
LcTlC,3.3650104197547654e-07
LcTlL,3.3650104197547654e-07
LcTlT,0.0
LcTtC,0.0
LcTtL,0.0
LcTtT,0.0
LlCcC,7.739523965435962e-06
LlCcL,6.730020839509531e-07
LlCcT,0.0
LlClC,4.9802154212370536e-05
LlClL,3.028509377779289e-06
LlClT,3.3650104197547654e-07
LlCtC,1.3460041679019062e-06
LlCtL,0.0
LlCtT,0.0
LlLcC,1.9180559392602165e-05
LlLcL,6.730020839509531e-07
LlLcT,0.0
LlLlC,1.4469544804945492e-05
LlLlL,1.4806045846920968e-05
LlLlT,0.0
LlLtC,0.0
LlLtL,0.0
LlLtT,0.0
LlTcC,0.0
LlTcL,0.0
LlTcT,0.0
LlTlC,1.0095031259264296e-06
LlTlL,0.0
LlTlT,0.0
LlTtC,0.0
LlTtL,0.0
LlTtT,0.0
LtCcC,0.0
LtCcL,0.0
LtCcT,0.0
LtClC,3.3650104197547654e-07
LtClL,3.3650104197547654e-07
LtClT,0.0
LtCtC,0.0
LtCtL,0.0
LtCtT,0.0
LtLcC,0.0
LtLcL,3.3650104197547654e-07
LtLcT,0.0
LtLlC,6.730020839509531e-07
LtLlL,0.0
LtLlT,0.0
LtLtC,0.0
LtLtL,0.0
LtLtT,0.0
LtTcC,0.0
LtTcL,0.0
LtTcT,0.0
LtTlC,0.0
LtTlL,0.0
LtTlT,0.0
LtTtC,0.0
LtTtL,0.0
LtTtT,3.3650104197547654e-07
TcCcC,6.730020839509531e-07
TcCcL,0.0
TcCcT,0.0
TcClC,3.3650104197547654e-07
TcClL,0.0
TcClT,0.0
TcCtC,0.0
TcCtL,0.0
TcCtT,0.0
TcLcC,3.3650104197547654e-07
TcLcL,6.730020839509531e-07
TcLcT,0.0
TcLlC,0.0
TcLlL,0.0
TcLlT,0.0
TcLtC,0.0
TcLtL,0.0
TcLtT,0.0
TcTcC,0.0
TcTcL,0.0
TcTcT,0.0
TcTlC,3.3650104197547654e-07
TcTlL,0.0
TcTlT,0.0
TcTtC,0.0
TcTtL,0.0
TcTtT,0.0
TlCcC,2.6920083358038123e-06
TlCcL,1.0095031259264296e-06
TlCcT,0.0
TlClC,6.393519797534055e-06
TlClL,6.730020839509531e-07
TlClT,0.0
TlCtC,3.3650104197547654e-07
TlCtL,0.0
TlCtT,0.0
TlLcC,6.730020839509531e-07
TlLcL,3.3650104197547654e-07
TlLcT,0.0
TlLlC,3.3650104197547654e-07
TlLlL,0.0
TlLlT,3.3650104197547654e-07
TlLtC,0.0
TlLtL,0.0
TlLtT,0.0
TlTcC,0.0
TlTcL,0.0
TlTcT,0.0
TlTlC,0.0
TlTlL,0.0
TlTlT,0.0
TlTtC,0.0
TlTtL,0.0
TlTtT,0.0
TtCcC,0.0
TtCcL,0.0
TtCcT,0.0
TtClC,0.0
TtClL,0.0
TtClT,0.0
TtCtC,0.0
TtCtL,0.0
TtCtT,0.0
TtLcC,0.0
TtLcL,0.0
TtLcT,0.0
TtLlC,0.0
TtLlL,0.0
TtLlT,0.0
TtLtC,0.0
TtLtL,0.0
TtLtT,0.0
TtTcC,0.0
TtTcL,0.0
TtTcT,0.0
TtTlC,0.0
TtTlL,0.0
TtTlT,0.0
TtTtC,0.0
TtTtL,0.0
TtTtT,0.0
