,proportion
C,0.5760522457448322
L,0.2099015843390406
T,0.06051794250130101
Cc,0.0320517107405837
Cl,0.03300018908462334
Ct,0.007912359786283454
Lc,0.012825165296284061
Ll,0.008885619418481613
Lt,0.006013705749700163
Tc,0.0037015776175405354
Tl,0.0015432292598440273
Tt,0.002185505933760635
CcC,0.007396026371364237
CcL,0.00169327486759833
CcT,0.00013171424391101682
ClC,0.017143219890480284
ClL,0.0031360210960050864
ClT,0.0013643287275215894
CtC,0.004155448607512261
CtL,0.0004884968994534876
CtT,6.246242494749252e-05
LcC,0.0008425637973895458
LcL,0.0008276271305542759
LcT,8.011484938917519e-05
LlC,0.0013521078182927324
LlL,0.0016586489581165678
LlT,0.00040295053485148706
LtC,0.00024781288158516054
LtL,0.0005251596271400594
LtT,0.00014529303194308043
TcC,8.724371310600857e-05
TcL,2.6818106363325594e-05
TcT,5.431515212825436e-06
TlC,0.00032181727635990714
TlL,9.471204652364355e-05
TlT,0.00017075325950319966
TtC,4.481000050580986e-05
TtL,1.4597197134468362e-05
TtT,4.9562576317032106e-05
CcCc,0.000432823868522027
CcCl,6.246242494749252e-05
CcCt,3.191015187534944e-05
CcLc,0.00040159265604828074
CcLl,3.5983788284968514e-05
CcLt,8.486742520039745e-06
CcTc,3.6662727686571694e-05
CcTl,1.357878803206359e-06
CcTt,1.0184091024047694e-06
ClCc,8.418848579879427e-05
ClCl,8.486742520039745e-05
ClCt,6.212295524669094e-05
ClLc,5.125992482104006e-05
ClLl,3.089174277294467e-05
ClLt,3.394697008015898e-05
ClTc,1.731295474088108e-05
ClTl,3.7341667088174877e-06
ClTt,2.0368182048095387e-06
CtCc,1.425772743366677e-05
CtCl,1.1202500126452464e-05
CtCt,2.0368182048095387e-06
CtLc,2.715757606412718e-06
CtLl,6.789394016031795e-07
CtLt,1.357878803206359e-06
CtTc,0.0
CtTl,0.0
CtTt,3.3946970080158977e-07
LcCc,4.616787930901621e-05
LcCl,6.789394016031795e-06
LcCt,1.6973485040079488e-06
LcLc,0.00014868772895109634
LcLl,3.0552273072143083e-06
LcLt,1.561560623687313e-05
LcTc,1.357878803206359e-06
LcTl,0.0
LcTt,6.789394016031795e-07
LlCc,7.807803118436565e-06
LlCl,1.66340153392779e-05
LlCt,2.0368182048095387e-06
LlLc,7.468333417634975e-06
