,proportion
C,0.5344899032620688
L,0.21108517148793995
T,0.05597044073304483
Cc,0.03020540164133834
Cl,0.04913711074755961
Ct,0.014221658791783935
Lc,0.017405834332108024
Ll,0.01513822520899872
Lt,0.010048752108214357
Tc,0.0020868253249086595
Tl,0.0014652415249224973
Tt,0.0008946194129064753
CcC,0.0065454150476101204
CcL,0.003165576384130605
CcT,0.0007339227033947925
ClC,0.02030246691768088
ClL,0.005011356644771741
ClT,0.0028434389988595
CtC,0.00253692490479092
CtL,0.0005453272595928869
CtT,0.00028084725852157543
LcC,0.0006041005931642894
LcL,0.001101442029777993
LcT,4.686987360757418e-05
LlC,0.0015627011033763423
LlL,0.0043696857560966175
LlT,0.001688803382368149
LtC,0.00014209755331820106
LtL,0.00042666464307847284
LtT,0.00023100151992304417
TcC,0.00017669198383807726
TcL,3.868624488244218e-05
TcT,8.555611849001636e-06
TlC,0.0001517691145388116
TlL,6.174919856235964e-05
TlT,0.00016962430448455416
TtC,1.6367257450264e-05
TtL,5.579746858044544e-06
TtT,6.323713105783818e-06
CcCc,0.0002090545156147356
CcCl,8.183628725131999e-05
CcCt,1.2275443087697999e-05
CcLc,0.0003511520689329367
CcLl,0.00016888033823681488
CcLt,7.216472603070945e-05
CcTc,2.603881867087454e-06
CcTl,1.115949371608909e-06
CcTt,7.439662477392727e-07
ClCc,0.0001075031227983249
ClCl,0.00024513687863009036
ClCt,0.00014060962082272253
ClLc,7.737248976488436e-05
ClLl,0.00028642700537962
ClLt,8.630008473775563e-05
ClTc,1.115949371608909e-06
ClTl,4.091814362566e-06
ClTt,4.091814362566e-06
CtCc,8.183628725132e-06
CtCl,3.719831238696363e-06
CtCt,5.096168797014018e-05
CtLc,1.115949371608909e-06
CtLl,4.091814362566e-06
CtLt,1.115949371608909e-06
CtTc,1.115949371608909e-06
CtTl,3.7198312386963636e-07
CtTt,0.0
LcCc,9.671561220610545e-06
LcCl,5.207763734174908e-06
LcCt,1.4879324954785455e-06
LcLc,6.918886103975236e-05
LcLl,5.654143482818472e-05
LcLt,2.603881867087454e-06
LcTc,2.231898743217818e-06
LcTl,0.0
LcTt,3.7198312386963636e-07
LlCc,7.811645601262363e-06
LlCl,9.11358653480609e-05
LlCt,7.06767935352309e-06
LlLc,6.286514793396853e-05
LlLl,0.00014507341830915818
LlLt,4.240607612113854e-05
LlTc,3.347848114826727e-06
LlTl,2.975864990957091e-06
LlTt,2.6782784918613814e-05
LtCc,1.115949371608909e-06
LtCl,1.115949371608909e-06
LtCt,7.439662477392727e-07
LtLc,1.4879324954785455e-06
LtLl,2.975864990957091e-06
LtLt,3.7198312386963636e-07
LtTc,0.0
LtTl,0.0
LtTt,3.7198312386963636e-07
TcCc,1.8599156193481816e-06
TcCl,7.439662477392727e-07
TcCt,0.0
TcLc,6.398109730557745e-05
TcLl,1.8599156193481816e-06
TcLt,3.7198312386963636e-07
TcTc,3.7198312386963636e-07
TcTl,3.7198312386963636e-07
TcTt,0.0
TlCc,1.8599156193481816e-06
TlCl,4.8729789226922355e-05
TlCt,3.7198312386963636e-07
TlLc,7.439662477392727e-07
TlLl,1.8599156193481816e-06
TlLt,1.4879324954785455e-06
TlTc,0.0
TlTl,3.7198312386963636e-07
TlTt,3.7198312386963636e-07
TtCc,0.0
TtCl,0.0
TtCt,0.0
TtLc,0.0
TtLl,0.0
TtLt,0.0
TtTc,0.0
TtTl,0.0
TtTt,0.0
CcCcC,0.00045009957988225997
CcCcL,3.050261615731018e-05
CcCcT,6.323713105783818e-06
CcClC,2.827071741409236e-05
CcClL,1.1903459963828364e-05
CcClT,3.719831238696363e-06
CcCtC,5.579746858044544e-06
CcCtL,2.603881867087454e-06
CcCtT,3.7198312386963636e-07
CcLcC,1.4879324954785452e-05
CcLcL,9.336776409127872e-05
CcLcT,2.3806919927656727e-05
CcLlC,6.286514793396853e-05
CcLlL,1.2275443087697999e-05
CcLlT,4.091814362566e-06
CcLtC,1.4879324954785455e-06
CcLtL,1.8599156193481816e-06
CcLtT,0.0
CcTcC,3.7198312386963636e-07
CcTcL,0.0
CcTcT,0.0
CcTlC,7.439662477392727e-07
CcTlL,0.0
CcTlT,0.0
CcTtC,0.0
CcTtL,0.0
CcTtT,0.0
ClCcC,6.695696229653453e-05
ClCcL,1.301940933543727e-05
ClCcT,2.603881867087454e-06
ClClC,0.0005788057407411541
ClClL,5.244962046561872e-05
