,proportion
C,0.562407710678586
L,0.24964432143339788
T,0.010464451829363671
Cc,0.025590766935567107
Cl,0.06329961170648031
Ct,0.00022701000511127212
Lc,0.009880965175601105
Ll,0.020464951960781182
Lt,0.0002607068027449766
Tc,0.0006565554991577574
Tl,0.0005221230117559259
Tt,1.7025750383345406e-05
CcC,0.008679585664176294
CcL,0.0029610617541701557
CcT,0.00011137678375771788
ClC,0.01996659405893534
ClL,0.0067237525888894905
ClT,3.440620389967718e-05
CtC,0.00011208619002369061
CtL,1.3833422186468144e-05
CtT,3.547031329863627e-06
LcC,0.0008488045972363658
LcL,0.0029227538158076286
LcT,7.448765792713616e-06
LlC,0.002205544080909203
LlL,0.005670993690185967
LlT,1.2414609654522695e-05
LtC,6.384656393754528e-06
LtL,6.029953260768165e-06
LtT,1.0641093989590879e-06
TcC,0.00017132161323241317
TcL,2.5893328708004474e-05
TcT,3.547031329863627e-06
TlC,0.00023800580223384935
TlL,9.50604396403452e-05
TlT,1.4188125319454507e-06
TtC,3.5470313298636267e-07
TtL,0.0
TtT,6.029953260768165e-06
CcCc,0.0003653442269759536
CcCl,0.0001947320200095131
CcCt,7.094062659727253e-07
CcLc,0.00011137678375771788
CcLl,0.00010144509603409971
CcLt,3.5470313298636267e-07
CcTc,1.0641093989590879e-06
CcTl,2.1282187979181758e-06
CcTt,0.0
ClCc,0.00013372308113585873
ClCl,0.0008676038632846431
ClCt,1.4188125319454507e-06
ClLc,0.0001585523004449041
ClLl,0.00025715977141511296
ClLt,1.0641093989590879e-06
ClTc,7.094062659727253e-07
ClTl,1.8089859782304498e-05
ClTt,0.0
CtCc,7.094062659727253e-07
CtCl,1.0641093989590879e-06
CtCt,7.094062659727253e-07
CtLc,7.094062659727253e-07
CtLl,3.5470313298636267e-07
CtLt,1.7025750383345406e-05
CtTc,0.0
CtTl,0.0
CtTt,0.0
LcCc,3.688912583058172e-05
LcCl,1.879926604827722e-05
LcCt,0.0
LcLc,0.0001709669100994268
LcLl,4.646611042121351e-05
LcLt,3.5470313298636267e-07
LcTc,0.0
LcTl,1.7735156649318134e-06
LcTt,0.0
LlCc,1.205990652153633e-05
LlCl,0.0001103126743587588
LlCt,3.5470313298636267e-07
LlLc,6.349186080455892e-05
LlLl,0.00031852341342175367
LlLt,0.0
LlTc,0.0
LlTl,1.4188125319454507e-06
LlTt,0.0
LtCc,0.0
LtCl,0.0
LtCt,0.0
LtLc,0.0
LtLl,0.0
LtLt,0.0
LtTc,0.0
LtTl,0.0
LtTt,0.0
TcCc,7.448765792713616e-06
TcCl,3.547031329863627e-06
TcCt,0.0
TcLc,2.1282187979181758e-06
TcLl,1.0641093989590879e-06
TcLt,0.0
TcTc,0.0
TcTl,1.596164098438632e-05
TcTt,3.5470313298636267e-07
TlCc,1.7735156649318134e-06
TlCl,4.2564375958363516e-06
TlCt,0.0
TlLc,1.0641093989590879e-06
TlLl,1.4188125319454507e-06
TlLt,0.0
TlTc,0.0
TlTl,0.0
TlTt,0.0
TtCc,3.5470313298636267e-07
TtCl,0.0
