,proportion
C,0.6359418735721607
L,0.19169027566711036
T,0.008916437658718539
Cc,0.03783710909946374
Cl,0.04933012760835352
Ct,6.95329164963754e-05
Lc,0.014218708835547697
Ll,0.012809894688535025
Lt,3.399387028711686e-05
Tc,0.0010186572266718994
Tl,0.0013512563439128952
Tt,1.4292877279810499e-05
CcC,0.009846633563847828
CcL,0.0030505635642882026
CcT,1.8928405046235524e-05
ClC,0.01922082958950084
ClL,0.003958740712526973
ClT,0.00019700993007306362
CtC,0.00012245519182972777
CtL,8.498467571779215e-06
CtT,1.5451759221416755e-06
LcC,0.0011762651707303503
LcL,0.0009908440600733493
LcT,4.635527766425027e-06
LlC,0.00135589187167932
LlL,0.0030208189277869755
LlT,1.004364349392089e-05
LtC,4.249233785889607e-06
LtL,1.5451759221416755e-06
LtT,3.862939805354189e-07
TcC,3.824310407300647e-05
TcL,1.2747701357668823e-05
TcT,7.725879610708378e-07
TlC,5.408115727495864e-05
TlL,9.23242613479651e-05
TlT,1.9314699026770944e-06
TtC,7.725879610708378e-07
TtL,0.0
TtT,1.1588819416062567e-06
CcCc,0.0005342445750804842
CcCl,0.0001004364349392089
CcCt,3.862939805354189e-07
CcLc,0.00042144673276414197
CcLl,5.8716685041383664e-05
CcLt,7.725879610708378e-07
CcTc,2.3177638832125134e-06
CcTl,3.862939805354189e-07
CcTt,0.0
ClCc,8.343949979565048e-05
ClCl,0.0001962373421119928
ClCt,3.862939805354189e-07
ClLc,4.519639572264401e-05
ClLl,0.0001286358955182945
ClLt,3.862939805354189e-07
ClTc,3.862939805354189e-07
ClTl,3.862939805354189e-07
ClTt,0.0
CtCc,2.1632462909983456e-05
CtCl,7.725879610708378e-07
CtCt,0.0
CtLc,0.0
CtLl,0.0
CtLt,0.0
CtTc,0.0
CtTl,0.0
CtTt,0.0
LcCc,3.669792815086479e-05
LcCl,8.884761552314633e-06
LcCt,0.0
LcLc,0.00017383229124093847
LcLl,5.408115727495864e-06
LcLt,3.862939805354189e-07
LcTc,0.0
LcTl,0.0
LcTt,0.0
LlCc,1.004364349392089e-05
LlCl,3.360757630658144e-05
LlCt,0.0
LlLc,2.9744636501227252e-05
LlLl,8.459838173725672e-05
LlLt,7.725879610708378e-07
LlTc,3.862939805354189e-07
LlTl,0.0
LlTt,0.0
LtCc,1.5451759221416755e-06
LtCl,0.0
LtCt,0.0
LtLc,0.0
LtLl,0.0
LtLt,0.0
LtTc,0.0
LtTl,0.0
LtTt,0.0
