,proportion
C,0.46660501964391554
L,0.3167820254123927
T,0.026562849193676373
Cc,0.024859836694769502
Cl,0.05730905887344654
Ct,0.0003760360424554732
Lc,0.010645609511995259
Ll,0.0312553644245936
Lt,0.0006328806433746724
Tc,0.0015332942506323948
Tl,0.004241012868141229
Tt,1.45750404052509e-05
CcC,0.005645722873420632
CcL,0.003223027268281149
CcT,2.817841145015174e-05
ClC,0.014077869582538453
ClL,0.0070465462012586355
ClT,0.0001360337104490084
CtC,2.7854521663368388e-05
CtL,0.0001408920572507587
CtT,2.2672285074834735e-06
LcC,0.0012129672515036583
LcL,0.004194696628631209
LcT,1.2955591471334134e-05
LlC,0.0023371887014286778
LlL,0.011050795635261231
LlT,3.9838443774352464e-05
LtC,1.5222819978817607e-05
LtL,0.0002846991225825676
LtT,1.94333872070012e-06
TcC,0.0001353859308754417
TcL,5.635682290030348e-05
TcT,6.477795735667067e-07
TlC,0.00012502145769837438
TlL,0.0004401662202385772
TlT,7.546632032052133e-05
TtC,3.2388978678335337e-07
TtL,1.6194489339167667e-06
TtT,3.2388978678335337e-07
CcCc,0.0002344962056311478
CcCl,0.00020081166780567907
CcCt,6.477795735667067e-07
CcLc,0.0001680987993405604
CcLl,7.157964287912109e-05
CcLt,3.2388978678335337e-07
CcTc,9.7166936035006e-07
CcTl,3.2388978678335337e-07
CcTt,0.0
ClCc,9.457581774073919e-05
ClCl,0.0010241395058089634
ClCt,1.94333872070012e-06
ClLc,0.00013765315938292518
ClLl,0.0007352298159982121
ClLt,2.591118294266827e-06
ClTc,2.2672285074834735e-06
ClTl,2.591118294266827e-06
ClTt,0.0
CtCc,0.0
CtCl,9.7166936035006e-07
CtCt,9.7166936035006e-07
CtLc,3.2388978678335337e-07
CtLl,1.6194489339167667e-06
CtLt,9.7166936035006e-07
CtTc,0.0
CtTl,0.0
CtTt,3.2388978678335337e-07
LcCc,1.6194489339167668e-05
LcCl,4.3401231428969345e-05
LcCt,0.0
LcLc,0.000274982428979067
LcLl,0.00013797704916970852
LcLt,6.477795735667067e-07
LcTc,9.7166936035006e-07
LcTl,0.0
LcTt,0.0
LlCc,1.749004848630108e-05
LlCl,0.00013732926959614182
LlCt,0.0
LlLc,0.00011174197644025691
LlLl,0.0010464879010970145
LlLt,1.2955591471334135e-06
LlTc,1.2955591471334135e-06
LlTl,1.2955591471334135e-06
LlTt,0.0
LtCc,0.0
LtCl,3.2388978678335337e-07
LtCt,0.0
LtLc,6.477795735667067e-07
LtLl,2.91500808105018e-06
LtLt,3.9838443774352464e-05
LtTc,0.0
LtTl,0.0
LtTt,0.0
TcCc,2.91500808105018e-06
TcCl,2.2672285074834735e-06
TcCt,0.0
TcLc,2.591118294266827e-06
TcLl,3.88667744140024e-06
TcLt,0.0
TcTc,0.0
TcTl,0.0
TcTt,0.0
TlCc,2.591118294266827e-06
TlCl,1.0040583390283954e-05
TlCt,0.0
TlLc,4.8583468017503005e-06
TlLl,5.408959439282001e-05
TlLt,0.0
TlTc,1.7813938273084435e-05
TlTl,9.7166936035006e-07
TlTt,0.0
TtCc,0.0
TtCl,0.0
TtCt,0.0
TtLc,0.0
TtLl,0.0
TtLt,0.0
TtTc,0.0
TtTl,0.0
TtTt,0.0
CcCcC,0.0001693943584876938
CcCcL,5.700460247387019e-05
CcCcT,1.94333872070012e-06
CcClC,0.00013344259215474158
CcClL,5.9595720768137016e-05
CcClT,1.6194489339167667e-06
CcCtC,3.2388978678335337e-07
CcCtL,3.2388978678335337e-07
CcCtT,0.0
CcLcC,1.0364473177067308e-05
CcLcL,7.546632032052133e-05
CcLcT,9.7166936035006e-07
CcLlC,1.8137828059867788e-05
CcLlL,7.319909181303785e-05
CcLlT,0.0
CcLtC,3.2388978678335337e-07
CcLtL,3.2388978678335337e-07
CcLtT,0.0
CcTcC,6.477795735667067e-07
CcTcL,0.0
CcTcT,0.0
CcTlC,0.0
CcTlL,9.7166936035006e-07
CcTlT,0.0
CcTtC,0.0
CcTtL,0.0
CcTtT,0.0
ClCcC,7.384687138660457e-05
ClCcL,2.526340336910156e-05
ClCcT,6.477795735667067e-07
ClClC,0.0010584718232079988
ClClL,0.00021052836140917966
ClClT,1.0040583390283954e-05
ClCtC,9.7166936035006e-07
ClCtL,6.477795735667067e-07
ClCtT,0.0
ClLcC,2.4291734008751503e-05
ClLcL,3.368453782546875e-05
ClLcT,3.2388978678335337e-07
ClLlC,0.0001408920572507587
ClLlL,0.0005383048256339333
ClLlT,2.591118294266827e-06
ClLtC,3.2388978678335337e-07
ClLtL,6.477795735667067e-07
ClLtT,0.0
ClTcC,3.2388978678335337e-07
ClTcL,6.477795735667067e-07
ClTcT,0.0
ClTlC,9.7166936035006e-07
ClTlL,1.2955591471334135e-06
ClTlT,3.2388978678335337e-07
ClTtC,0.0
ClTtL,0.0
ClTtT,0.0
CtCcC,0.0
CtCcL,3.2388978678335337e-07
CtCcT,0.0
CtClC,0.0
CtClL,3.2388978678335337e-07
CtClT,0.0
CtCtC,1.166003232420072e-05
CtCtL,1.6194489339167667e-06
CtCtT,0.0
CtLcC,0.0
CtLcL,3.2388978678335337e-07
CtLcT,0.0
CtLlC,6.477795735667067e-07
CtLlL,3.2388978678335337e-07
