,proportion
C,0.6223377840078611
L,0.1409915664942045
T,0.10270157470053921
Cc,0.03590513582716684
Cl,0.006372456652590278
Ct,0.02885534838180236
Lc,0.012346263300073608
Ll,0.0009555713264324983
Lt,0.007013466489625853
Tc,0.004906190675772293
Tl,9.663575496518471e-05
Tt,0.0023822144424447125
CcC,0.009272189682559249
CcL,0.0012712334508518032
CcT,0.00136522768176327
ClC,0.003578604711774505
ClL,5.701289415941421e-05
ClT,0.0006506954252325421
CtC,0.007370952744895694
CtL,0.0012866423411651586
CtT,0.00025996999228674976
LcC,0.0013502590454588677
LcL,4.732730596244809e-05
LcT,0.0005010090621885202
LlC,4.864806798930711e-05
LlL,1.4088128286496177e-05
LlT,1.5849144322308197e-05
LtC,0.0007288405118217006
LtL,0.0005712295766165246
LtT,7.814508658915847e-05
TcC,0.0007860735329855913
TcL,5.525187812360219e-05
TcT,5.283048107436065e-05
TlC,5.7673275172843714e-05
TlL,8.364826170107104e-06
TlT,0.0005252230326809355
TtC,0.00019018973186769837
TtL,4.1824130850535524e-05
TtT,0.002146898674659331
CcCc,0.0005846573238895912
CcCl,4.182413085053552e-06
CcCt,2.9276891595374864e-05
CcLc,0.00014374293392315627
CcLl,6.603810134295082e-07
CcLt,5.2830481074360655e-06
CcTc,0.000360347906328035
CcTl,4.402540089530055e-07
CcTt,5.503175111912569e-06
ClCc,1.0345969210395628e-05
ClCl,3.7421590761005468e-06
ClCt,4.402540089530055e-06
ClLc,2.42139704924153e-06
ClLl,8.80508017906011e-07
ClLt,2.2012700447650276e-07
ClTc,1.761016035812022e-06
ClTl,0.0
ClTt,4.402540089530055e-07
CtCc,1.937117639393224e-05
CtCl,3.301905067147541e-06
CtCt,9.905715201442622e-06
CtLc,6.1635561253420765e-06
CtLl,2.2012700447650276e-07
CtLt,5.503175111912569e-06
CtTc,3.7421590761005468e-06
CtTl,2.2012700447650276e-07
CtTt,7.704445156677595e-06
LcCc,1.62893983312612e-05
LcCl,2.2012700447650276e-07
LcCt,2.8616510581945357e-06
LcLc,5.062921102959563e-06
LcLl,0.0
LcLt,2.2012700447650276e-07
LcTc,7.264191147724591e-06
LcTl,2.2012700447650276e-07
LcTt,2.2012700447650276e-07
LlCc,6.603810134295082e-07
LlCl,2.2012700447650276e-07
LlCt,0.0
LlLc,0.0
LlLl,2.2012700447650276e-07
LlLt,0.0
LlTc,0.0
LlTl,0.0
LlTt,0.0
LtCc,3.0817780626710383e-06
LtCl,0.0
LtCt,3.0817780626710383e-06
LtLc,8.80508017906011e-07
LtLl,0.0
LtLt,1.9811430402885247e-06
LtTc,1.761016035812022e-06
LtTl,0.0
LtTt,0.00012679315457846558
TcCc,0.00014264229890077377
TcCl,1.1006350223825138e-06
TcCt,4.84279409848306e-06
TcLc,0.00011248489928749289
TcLl,0.0
TcLt,8.80508017906011e-07
TcTc,0.00012261074149341202
TcTl,0.0
TcTt,1.1006350223825138e-06
TlCc,0.0
TlCl,0.0
TlCt,0.0
TlLc,0.0
TlLl,2.2012700447650276e-07
TlLt,2.2012700447650276e-07
TlTc,6.603810134295082e-07
TlTl,0.0
TlTt,4.402540089530055e-07
TtCc,8.80508017906011e-07
TtCl,0.0
TtCt,4.402540089530055e-07
TtLc,6.603810134295082e-07
TtLl,0.0
TtLt,7.044064143248088e-06
TtTc,5.2830481074360655e-06
TtTl,4.402540089530055e-07
TtTt,1.5408890313355191e-06
CcCcC,0.00038852416290102737
CcCcL,2.0471811416314755e-05
CcCcT,1.3207620268590163e-05
CcClC,3.0817780626710383e-06
CcClL,2.2012700447650276e-07
CcClT,2.2012700447650276e-06
CcCtC,9.245334188013116e-06
CcCtL,2.6415240537180327e-06
CcCtT,1.5408890313355191e-06
CcLcC,7.704445156677596e-05
CcLcL,3.962286080577049e-06
CcLcT,1.761016035812022e-06
CcLlC,0.0
CcLlL,2.2012700447650276e-07
CcLlT,0.0
CcLtC,6.603810134295082e-07
CcLtL,8.80508017906011e-07
CcLtT,6.603810134295082e-07
CcTcC,5.943429120865574e-06
CcTcL,1.761016035812022e-06
CcTcT,5.503175111912569e-06
CcTlC,0.0
CcTlL,0.0
CcTlT,2.2012700447650276e-07
