,proportion
C,0.5275356164411801
L,0.18937253750559901
T,0.14290956220129442
Cc,0.03197285502546903
Cl,0.01253440755686689
Ct,0.02324621218702633
Lc,0.013002647765861047
Ll,0.003158118239781983
Lt,0.010639359918579212
Tc,0.008529039580433214
Tl,0.00596137518909984
Tt,0.004242727478603043
CcC,0.006378079526034893
CcL,0.0008443048296768879
CcT,0.0009429592133328897
ClC,0.002908979109713393
ClL,0.00016285335570677328
ClT,0.00034131471838001845
CtC,0.005776729521779502
CtL,0.0012215474131495399
CtT,0.0006013500042553906
LcC,0.0009085038017276593
LcL,0.00037871503696005503
LcT,0.00017139358593371072
LlC,0.0001875905742951439
LlL,9.247007900890924e-05
LlT,7.480063716007308e-05
LtC,0.000497983769439699
LtL,0.0007111950344156554
LtT,0.00013899960921084445
TcC,0.0004971002973472573
TcL,0.00019112446266491114
TcT,0.00018788506499262448
TlC,0.00018817955569010508
TlL,0.000133404285958713
TlT,0.00015549108826975818
TtC,0.0003201113881614151
TtL,5.330281624398908e-05
TtT,0.0004935664089774901
CcCc,0.0003604566137162576
CcCl,2.355925579844821e-05
CcCt,2.4442727890890022e-05
CcLc,0.00012780896270658153
CcLl,3.239397672286629e-06
CcLt,2.562069068081243e-05
CcTc,0.00019289140684979473
CcTl,4.122869764728437e-06
CcTt,7.951248831976272e-06
ClCc,1.649147905891375e-05
ClCl,3.0627032537982674e-05
ClCt,6.184304647092656e-06
ClLc,3.239397672286629e-06
ClLl,8.83472092441808e-07
ClLt,1.1779627899224106e-06
ClTc,3.828379067247834e-06
ClTl,5.889813949612053e-07
ClTt,5.889813949612053e-07
CtCc,2.8565597655618455e-05
CtCl,1.0012683714340491e-05
CtCt,1.1779627899224106e-05
CtLc,8.245739529456875e-06
CtLl,8.83472092441808e-07
CtLt,2.120333021860339e-05
CtTc,4.7118511596896425e-06
CtTl,1.443004417654953e-05
CtTt,5.300832554650848e-06
LcCc,6.125406507596535e-05
LcCl,3.239397672286629e-06
LcCt,3.828379067247834e-06
LcLc,0.00015490210687479702
LcLl,1.3841062781588324e-05
LcLt,4.122869764728437e-06
LcTc,8.245739529456875e-06
LcTl,1.5902497663952543e-05
LcTt,8.83472092441808e-07
LlCc,3.239397672286629e-06
LlCl,2.3559255798448212e-06
LlCt,1.1779627899224106e-06
LlLc,8.83472092441808e-07
LlLl,5.889813949612053e-07
LlLt,0.0
LlTc,5.889813949612053e-07
LlTl,2.9449069748060266e-07
LlTt,2.9449069748060266e-07
LtCc,5.0063418571702455e-06
LtCl,2.9449069748060266e-07
LtCt,2.9449069748060266e-07
LtLc,1.766944184883616e-06
LtLl,5.889813949612053e-07
LtLt,1.4724534874030132e-06
LtTc,8.83472092441808e-07
LtTl,8.83472092441808e-07
LtTt,4.535156741201281e-05
TcCc,3.1510504630424485e-05
TcCl,1.1779627899224106e-06
TcCt,1.766944184883616e-06
TcLc,6.272651856336836e-05
TcLl,1.1779627899224106e-06
TcLt,1.4724534874030132e-06
TcTc,5.595323252131451e-06
TcTl,8.83472092441808e-07
TcTt,0.0
TlCc,2.0614348823642186e-06
TlCl,8.83472092441808e-07
TlCt,0.0
TlLc,8.83472092441808e-07
TlLl,2.9449069748060266e-07
TlLt,0.0
TlTc,8.83472092441808e-07
TlTl,0.0
TlTt,2.9449069748060266e-07
TtCc,3.239397672286629e-06
TtCl,8.83472092441808e-07
TtCt,0.0
TtLc,2.650416277325424e-06
TtLl,0.0
TtLt,5.889813949612053e-07
TtTc,2.0614348823642186e-06
TtTl,8.83472092441808e-07
TtTt,2.0319858126161583e-05
CcCcC,0.0004532211834226475
CcCcL,3.740031858003654e-05
CcCcT,1.3841062781588324e-05
CcClC,2.9743560445540867e-05
CcClL,1.766944184883616e-06
CcClT,1.766944184883616e-06
CcCtC,1.443004417654953e-05
CcCtL,4.122869764728437e-06
CcCtT,1.4724534874030132e-06
CcLcC,6.478795344573258e-06
CcLcL,3.239397672286629e-06
CcLcT,5.889813949612053e-07
CcLlC,5.889813949612053e-07
CcLlL,0.0
CcLlT,0.0
CcLtC,1.766944184883616e-06
CcLtL,1.1779627899224106e-06
CcLtT,5.889813949612053e-07
CcTcC,3.209948602538569e-05
CcTcL,2.3559255798448212e-06
CcTcT,1.2368609294185312e-05
CcTlC,0.0
CcTlL,0.0
CcTlT,2.9449069748060266e-07
CcTtC,1.2957590689146516e-05
CcTtL,8.83472092441808e-07
CcTtT,2.9449069748060266e-07
ClCcC,1.2663099991665915e-05
ClCcL,2.9449069748060266e-07
ClCcT,0.0
ClClC,1.7374951151355557e-05
ClClL,2.9449069748060266e-07
ClClT,0.0
ClCtC,2.0614348823642186e-06
ClCtL,0.0
ClCtT,2.9449069748060266e-07
ClLcC,1.766944184883616e-06
ClLcL,0.0
ClLcT,0.0
ClLlC,0.0
ClLlL,0.0
ClLlT,0.0
ClLtC,0.0
ClLtL,0.0
ClLtT,0.0
ClTcC,2.9449069748060266e-07
ClTcL,0.0
ClTcT,0.0
ClTlC,0.0
ClTlL,0.0
ClTlT,0.0
ClTtC,0.0
ClTtL,0.0
ClTtT,0.0
CtCcC,4.122869764728437e-05
CtCcL,3.828379067247834e-06
CtCcT,2.0614348823642186e-06
