,proportion
C,0.4408198309492473
L,0.25266417362293575
T,0.10963689689335056
Cc,0.03128633324659034
Cl,0.035524719157527404
Ct,0.01961930402881791
Lc,0.015205797278731793
Ll,0.0183801870532904
Lt,0.01834181625986894
Tc,0.0021300117882001447
Tl,0.003519149910939369
Tt,0.003369417265933833
CcC,0.005545589407122197
CcL,0.00249842910548737
CcT,0.0009459987340523194
ClC,0.014297880835894753
ClL,0.0035488656381755354
ClT,0.0020873134616860418
CtC,0.002389375271552702
CtL,0.0005120914159630579
CtT,0.0005824859542700924
LcC,0.0009837925230614239
LcL,0.001584742618526804
LcT,0.0004189052033680902
LlC,0.0015798380810218059
LlL,0.003181313827506839
LlT,0.0013576913822660004
LtC,0.00047025859606748414
LtL,0.0012927783858763169
LtT,0.00034100960770047016
TcC,0.0001915654649011101
TcL,0.00019877802005551938
TcT,0.0003363935724016482
TlC,0.0002723460826304939
TlL,0.00029686877015548544
TlT,0.0001465591207375963
TtC,7.443356919350363e-05
TtL,0.00010876533172849174
TtT,0.00017252431929346967
CcCc,0.0003283155106287098
CcCl,6.260497874027243e-05
CcCt,4.356383313263197e-05
CcLc,0.00026311401203285003
CcLl,1.4425110308818534e-05
CcLt,6.000845888468509e-05
CcTc,4.385233533880834e-05
CcTl,2.0195154432345944e-06
CcTt,1.0097577216172973e-05
ClCc,0.00010559180746055167
ClCl,9.520572803820232e-05
ClCt,0.00015492568471671105
ClLc,5.914295226615599e-05
ClLl,5.625793020439228e-05
ClLt,7.558757801820912e-05
ClTc,7.789559566762007e-06
ClTl,4.32753309264556e-06
ClTt,2.538819414352062e-05
CtCc,7.212555154409267e-06
CtCl,6.635550742056526e-06
CtCt,4.356383313263197e-05
CtLc,1.1251586040878455e-05
CtLl,5.770044123527413e-06
CtLt,3.1735242679400776e-06
CtTc,3.7505286802928182e-06
CtTl,1.1540088247054826e-06
CtTt,1.731013237058224e-05
LcCc,2.625370076204973e-05
LcCl,1.1828590453231197e-05
LcCt,6.924052948232896e-06
LcLc,0.00044862093060425636
LcLl,3.83707934214573e-05
LcLt,1.269409707176031e-05
LcTc,3.2889251504106254e-05
LcTl,8.65506618529112e-07
LcTt,2.0195154432345944e-06
LlCc,1.9041145607640467e-05
LlCl,9.520572803820233e-06
LlCt,1.1828590453231197e-05
LlLc,6.722101403909436e-05
LlLl,5.51039213796868e-05
LlLt,5.193039711174672e-05
LlTc,3.1735242679400776e-06
LlTl,1.1540088247054826e-06
LlTt,2.077215884469869e-05
LtCc,4.32753309264556e-06
LtCl,2.596519855587336e-06
LtCt,2.0195154432345944e-06
LtLc,9.809075009996602e-06
LtLl,2.3080176494109653e-06
LtLt,2.106066105087506e-05
LtTc,1.731013237058224e-06
LtTl,5.770044123527413e-07
LtTt,8.65506618529112e-07
TcCc,6.347048535880155e-06
TcCl,1.4425110308818534e-06
TcCt,5.770044123527413e-07
TcLc,1.8752643401464094e-05
TcLl,1.4425110308818534e-06
TcLt,2.0195154432345944e-06
TcTc,1.9618150019993204e-05
TcTl,1.1540088247054826e-06
TcTt,5.770044123527413e-07
TlCc,2.3080176494109653e-06
TlCl,1.1540088247054826e-06
TlCt,2.8850220617637067e-06
TlLc,3.1735242679400776e-06
TlLl,1.731013237058224e-06
TlLt,2.3080176494109653e-06
TlTc,8.65506618529112e-07
TlTl,0.0
TlTt,2.3080176494109653e-06
TtCc,5.770044123527413e-07
TtCl,2.8850220617637066e-07
TtCt,5.770044123527413e-07
TtLc,1.4425110308818534e-06
TtLl,2.8850220617637066e-07
TtLt,2.8850220617637066e-07
TtTc,2.8850220617637066e-07
TtTl,2.8850220617637066e-07
TtTt,5.770044123527413e-07
CcCcC,0.0002818666554343141
CcCcL,2.9427225029989808e-05
CcCcT,2.3945683112638763e-05
CcClC,4.32753309264556e-05
CcClL,6.924052948232896e-06
