,proportion
C,0.5725783210265968
L,0.1860319736181805
T,0.06862965087103017
Cc,0.03510179941214424
Cl,0.030212560040146243
Ct,0.021282529213563692
Lc,0.008898845795397518
Ll,0.008595956699404975
Lt,0.005267044232561473
Tc,0.0028507419886730227
Tl,0.004892465409706788
Tt,0.0010735536597605562
CcC,0.008067603412430999
CcL,0.001013334289196358
CcT,0.0006878629292422394
ClC,0.016869668076564627
ClL,0.003391640977847874
ClT,0.0007835687146031973
CtC,0.005149473080507563
CtL,0.003025306473582335
CtT,0.0006882213778765502
LcC,0.0008652950032260376
LcL,0.0016528066528066524
LcT,0.0005588214208903863
LlC,0.0013373718546132337
LlL,0.0009559825077066455
LlT,7.276507276507276e-05
LtC,0.0009595669940497525
LtL,0.0005190336224818983
LtT,5.340884651229478e-05
TcC,9.247974765216143e-05
TcL,5.59179869524697e-05
TcT,6.093626783281954e-05
TlC,0.0005351638110258799
TlL,7.133127822782995e-05
TlT,0.002172915621191483
TtC,0.00010036561760699691
TtL,4.910746290056634e-05
TtT,0.001514445479962721
CcCc,0.00013800272420962074
CcCl,1.3979496738117425e-05
CcCt,0.00013585203240375652
CcLc,0.0004244031830238726
CcLl,9.678113126388986e-06
CcLt,1.8639328984156566e-05
CcTc,5.018280880349845e-06
CcTl,0.0
CcTt,1.0753459029321095e-06
ClCc,0.0002466126604057638
ClCl,0.0001329844433292709
ClCt,2.6525198938992037e-05
ClLc,1.1470356297942503e-05
ClLl,0.00010251630941286112
ClLt,3.584486343107032e-06
ClTc,2.150691805864219e-06
ClTl,7.168972686214065e-07
ClTt,7.168972686214065e-07
CtCc,2.007312352139938e-05
CtCl,7.168972686214064e-06
CtCt,0.00012975840562047457
CtLc,5.376729514660548e-06
CtLl,2.5091404401749225e-06
CtLt,6.487920281023729e-05
CtTc,3.5844863431070323e-07
CtTl,7.168972686214065e-07
CtTt,7.168972686214065e-07
LcCc,0.0001233063302028819
LcCl,3.584486343107032e-06
LcCt,5.735178148971252e-06
LcLc,9.857337443544338e-05
LcLl,5.735178148971252e-06
LcLt,4.6598322460391415e-06
LcTc,1.0753459029321095e-06
LcTl,7.168972686214065e-07
LcTt,3.5844863431070323e-07
LlCc,6.093626783281955e-06
LlCl,2.867589074485626e-06
LlCt,2.150691805864219e-06
LlLc,0.0
LlLl,2.5091404401749225e-06
LlLt,3.5844863431070323e-07
LlTc,0.0
LlTl,0.0
LlTt,0.0
LtCc,3.942934977417736e-06
LtCl,1.792243171553516e-06
LtCt,3.226037708796329e-06
LtLc,3.5844863431070323e-07
LtLl,1.792243171553516e-06
LtLt,1.792243171553516e-06
LtTc,3.5844863431070323e-07
LtTl,0.0
LtTt,0.0
TcCc,2.867589074485626e-06
TcCl,1.433794537242813e-06
TcCt,2.150691805864219e-06
TcLc,3.942934977417736e-06
TcLl,1.433794537242813e-06
TcLt,0.00012008029249408557
TcTc,3.226037708796329e-06
TcTl,1.792243171553516e-06
TcTt,7.168972686214065e-07
TlCc,3.226037708796329e-06
TlCl,2.5091404401749225e-06
TlCt,1.0753459029321095e-06
TlLc,7.168972686214065e-07
TlLl,3.5844863431070323e-07
TlLt,0.0
TlTc,3.226037708796329e-06
TlTl,7.168972686214065e-07
TlTt,7.168972686214065e-07
TtCc,7.168972686214065e-07
TtCl,0.0
TtCt,2.150691805864219e-06
TtLc,7.168972686214065e-07
TtLl,0.0
TtLt,7.168972686214065e-07
TtTc,7.168972686214065e-07
TtTl,7.168972686214065e-07
TtTt,3.5844863431070323e-07
CcCcC,0.00027062871890458096
CcCcL,1.9714674887088676e-05
CcCcT,8.602767223456876e-06
CcClC,1.3621048103806722e-05
CcClL,3.584486343107032e-06
CcClT,3.5844863431070323e-07
CcCtC,1.0395010395010393e-05
CcCtL,1.792243171553516e-06
CcCtT,2.150691805864219e-06
CcLcC,4.6598322460391415e-06
CcLcL,6.84636891533443e-05
CcLcT,7.885869954835471e-06
CcLlC,1.433794537242813e-06
CcLlL,3.5844863431070323e-07
CcLlT,0.0
CcLtC,1.433794537242813e-06
CcLtL,0.0
CcLtT,0.0
CcTcC,4.6598322460391415e-06
CcTcL,5.376729514660548e-06
CcTcT,8.244318589146174e-05
CcTlC,1.792243171553516e-06
CcTlL,7.168972686214065e-07
CcTlT,1.0753459029321095e-06
CcTtC,0.0
CcTtL,0.0
CcTtT,1.0753459029321095e-06
