,proportion
C,0.5036001646414671
L,0.30467559887649964
T,0.015871013529590333
Cc,0.026552880815440192
Cl,0.06358968994346943
Ct,0.00039006626682310333
Lc,0.013199350185837
Ll,0.027704277122767282
Lt,4.9912072704796745e-05
Tc,0.000249218500012307
Tl,0.004062364109254107
Tt,1.743503909551119e-05
CcC,0.0039464723787957096
CcL,0.003613497318422613
CcT,2.0853674212278094e-05
ClC,0.009835413230938372
ClL,0.005201795193672515
ClT,2.7349080934135203e-05
CtC,2.05118107006014e-05
CtL,4.10236214012028e-06
CtT,6.837270233533801e-06
LcC,0.000575698153663546
LcL,0.0033095806565420363
LcT,1.02559053503007e-05
LlC,0.0012160085110339864
LlL,0.0077011593275407965
LlT,1.4358267490420981e-05
LtC,2.05118107006014e-06
LtL,4.4442256517969705e-06
LtT,6.8372702335338e-07
TcC,0.0002608418594093145
TcL,3.145144307425548e-05
TcT,3.7604986284435902e-06
TlC,7.247506447545828e-05
TlL,0.0003206679739527352
TlT,4.10236214012028e-06
TtC,6.8372702335338e-07
TtL,6.8372702335338e-07
TtT,3.7604986284435902e-06
CcCc,0.0002844304417150061
CcCl,0.00010768700617815735
CcCt,3.4186351167669e-07
CcLc,0.00017776902607187883
CcLl,5.845866049671399e-05
CcLt,3.4186351167669e-07
CcTc,6.8372702335338e-07
CcTl,2.39304458173683e-06
CcTt,0.0
ClCc,3.350262414431562e-05
ClCl,0.0004659599664153285
ClCt,0.0
ClLc,3.9998030866172735e-05
ClLl,0.000268020993154525
ClLt,0.0
ClTc,0.0
ClTl,1.02559053503007e-06
ClTt,0.0
CtCc,3.4186351167669e-07
CtCl,6.8372702335338e-07
CtCt,0.0
CtLc,0.0
CtLl,0.0
CtLt,0.0
CtTc,0.0
CtTl,0.0
CtTt,0.0
LcCc,4.8544618658089975e-05
LcCl,1.5383858025451052e-05
LcCt,0.0
LcLc,0.00011452427641169116
LcLl,4.9570209193120056e-05
LcLt,0.0
LcTc,3.4186351167669e-07
LcTl,3.4186351167669e-07
LcTt,0.0
LlCc,6.837270233533801e-06
LlCl,4.0339894377849424e-05
LlCt,0.0
LlLc,4.7177164611383226e-05
LlLl,0.00048339500551083974
LlLt,3.4186351167669e-07
LlTc,0.0
LlTl,0.0
LlTt,0.0
LtCc,0.0
LtCl,0.0
LtCt,0.0
LtLc,0.0
LtLl,0.0
LtLt,0.0
LtTc,0.0
LtTl,0.0
LtTt,3.4186351167669e-07
TcCc,4.4442256517969705e-06
TcCl,2.05118107006014e-06
TcCt,0.0
TcLc,1.572572153712774e-05
TcLl,1.7093175583834502e-06
TcLt,0.0
TcTc,0.0
TcTl,0.0
TcTt,0.0
TlCc,1.02559053503007e-06
TlCl,2.73490809341352e-06
TlCt,0.0
TlLc,1.02559053503007e-06
TlLl,1.914435665389464e-05
TlLt,0.0
TlTc,0.0
TlTl,0.0
TlTt,0.0
TtCc,0.0
TtCl,0.0
TtCt,0.0
TtLc,0.0
TtLl,0.0
TtLt,0.0
TtTc,0.0
TtTl,0.0
TtTt,0.0
CcCcC,0.00030083989027548724
CcCcL,3.213517009760886e-05
CcCcT,2.05118107006014e-06
CcClC,6.085170507845082e-05
CcClL,1.606758504880443e-05
CcClT,3.4186351167669e-07
CcCtC,0.0
CcCtL,0.0
CcCtT,0.0
CcLcC,2.803280795748858e-05
CcLcL,4.2732938959586254e-05
CcLcT,3.4186351167669e-07
CcLlC,3.7604986284435902e-06
