,proportion
C,0.42226461286093314
L,0.21781522839225725
T,0.15047868566764708
Cc,0.02495751899994481
Cl,0.0309346477923952
Ct,0.028885252504725085
Lc,0.012965979745819428
Ll,0.01269477387753849
Lt,0.017794321416966595
Tc,0.006444246177441008
Tl,0.009073334870897601
Tt,0.008726103637923352
CcC,0.004844789466393317
CcL,0.0024726518853376675
CcT,0.0013322714149380337
ClC,0.009988928806266537
ClL,0.00269049379570888
ClT,0.0030808548028841394
CtC,0.0046053826689215985
CtL,0.0016593997870558777
CtT,0.0013849043597257092
LcC,0.0008465131953351128
LcL,0.0009141319091248348
LcT,0.0007306476154900219
LlC,0.0007997283555238458
LlL,0.001903192663259902
LlT,0.0010354800873853085
LtC,0.00032530083931271605
LtL,0.0021499095919521303
LtT,0.0006038168388141651
TcC,0.0003984021515178208
TcL,0.0004861237261639465
TcT,0.0013651670054303311
TlC,0.0010084326018694198
TlL,0.001032190528336079
TlT,0.003470119290376322
TtC,0.0002712058682809386
TtL,0.0002719368814029896
TtT,0.001481032585275422
CcCc,0.0002587786452060708
CcCl,4.897787917742017e-05
CcCt,3.216457737024609e-05
CcLc,0.00025841313864504524
CcLl,1.2427223074867805e-05
CcLt,5.5922503836905124e-05
CcTc,0.00010051430428201902
CcTl,1.2061716513842282e-05
CcTt,3.5088629858450275e-05
ClCc,9.393518618355959e-05
ClCl,8.260448279176835e-05
ClCt,0.0002408688237158201
ClLc,2.8144005198965323e-05
ClLl,5.6288010397930645e-05
ClLt,8.114245654766627e-05
ClTc,9.503170586663615e-06
ClTl,0.00010563139613637635
ClTt,4.1302241395884176e-05
CtCc,3.655065610255237e-05
CtCl,1.864083461230171e-05
CtCt,0.00013158236196918852
CtLc,5.007439886049675e-05
CtLl,7.529435157125788e-05
CtLt,0.00026937833547581094
CtTc,8.041144342561522e-06
CtTl,3.070255112614399e-05
CtTt,3.472312329742475e-05
LcCc,9.868677147689139e-06
LcCl,8.041144342561522e-06
LcCt,5.226743822664989e-05
LcLc,8.260448279176835e-05
LcLl,3.6185149541526846e-05
LcLt,2.6316472393837704e-05
LcTc,2.0468367417429327e-05
LcTl,3.655065610255237e-06
LcTt,2.1199380539480374e-05
LlCc,8.041144342561522e-06
LlCl,2.1199380539480374e-05
LlCt,9.503170586663615e-06
LlLc,2.9240524882041894e-05
LlLl,7.456333844920684e-05
LlLt,9.795575835484034e-05
LlTc,4.312977420101179e-05
LlTl,3.472312329742475e-05
LlTt,6.213611537433903e-06
LtCc,2.9240524882041893e-06
LtCl,4.751585293331808e-06
LtCt,8.041144342561522e-06
LtLc,9.503170586663615e-06
LtLl,1.0234183708714664e-05
LtLt,0.00020322164793019117
LtTc,2.9240524882041893e-06
LtTl,2.083387397845485e-05
LtTt,6.213611537433903e-06
TcCc,6.213611537433903e-06
TcCl,1.8275328051276184e-06
TcCt,5.482598415382855e-06
TcLc,8.772157464612569e-06
TcLl,3.655065610255237e-06
TcLt,3.4357616736399224e-05
TcTc,9.10111336953554e-05
TcTl,3.655065610255237e-05
TcTt,6.94462465948495e-06
TlCc,6.213611537433903e-06
TlCl,6.94462465948495e-06
TlCt,1.096519683076571e-05
TlLc,6.579118098459426e-06
TlLl,1.790982149025066e-05
TlLt,1.38892493189699e-05
TlTc,2.193039366153142e-05
TlTl,3.216457737024609e-05
TlTt,3.326109705332266e-05
TtCc,2.558545927178666e-06
TtCl,1.096519683076571e-06
TtCt,2.5585459271786658e-05
TtLc,1.8275328051276184e-06
TtLl,3.874369546870551e-05
TtLt,2.485444614973561e-05
TtTc,2.9240524882041893e-06
TtTl,5.117091854357332e-06
TtTt,3.984021515178208e-05
CcCcC,0.0002565856058399176
CcCcL,3.472312329742475e-05
CcCcT,1.498576900204647e-05
CcClC,8.991461401227883e-05
CcClL,8.772157464612569e-06
CcClT,8.406650903587045e-06
CcCtC,1.9371847734352756e-05
CcCtL,6.579118098459426e-06
CcCtT,3.289559049229713e-06
CcLcC,4.057122827383313e-05
CcLcL,5.007439886049675e-05
CcLcT,6.579118098459426e-06
CcLlC,2.558545927178666e-06
CcLlL,4.386078732306284e-06
CcLlT,0.0
CcLtC,2.558545927178666e-06
CcLtL,4.386078732306284e-06
CcLtT,1.096519683076571e-06
CcTcC,1.5351275563071994e-05
CcTcL,1.38892493189699e-05
CcTcT,1.5351275563071994e-05
CcTlC,3.289559049229713e-06
CcTlL,7.310131220510473e-07
CcTlT,1.0234183708714664e-05
CcTtC,1.4620262441020946e-06
CcTtL,7.310131220510473e-07
CcTtT,1.8275328051276184e-06
ClCcC,1.8275328051276184e-05
ClCcL,5.8481049764083785e-06
ClCcT,2.193039366153142e-06
ClClC,0.00039438157934654005
ClClL,2.960603144306742e-05
ClClT,2.960603144306742e-05
ClCtC,6.067408913023693e-05
ClCtL,1.1330703391791234e-05
ClCtT,3.289559049229713e-06
ClLcC,3.289559049229713e-06
ClLcL,2.193039366153142e-06
ClLcT,3.6550656102552366e-07
ClLlC,2.1564887100505896e-05
ClLlL,3.253008393127161e-05
ClLlT,3.289559049229713e-06
ClLtC,1.096519683076571e-06
ClLtL,1.096519683076571e-06
ClLtT,5.117091854357332e-06
ClTcC,2.558545927178666e-06
ClTcL,7.310131220510473e-07
ClTcT,1.1330703391791234e-05
ClTlC,1.096519683076571e-05
ClTlL,3.655065610255237e-06
ClTlT,1.6082288685123044e-05
ClTtC,3.6550656102552366e-07
ClTtL,3.6550656102552366e-07
ClTtT,1.8275328051276184e-06
CtCcC,6.579118098459426e-06
CtCcL,2.9240524882041893e-06
CtCcT,1.8275328051276184e-06
CtClC,2.485444614973561e-05
CtClL,1.9737354295378277e-05
CtClT,5.8481049764083785e-06
CtCtC,0.00014108553255585214
CtCtL,6.94462465948495e-06
CtCtT,1.3523742757944375e-05
CtLcC,1.4620262441020946e-06
CtLcL,2.558545927178666e-06
CtLcT,1.4620262441020946e-06
CtLlC,3.289559049229713e-06
CtLlL,2.2661406783582467e-05
CtLlT,1.2427223074867805e-05
CtLtC,2.9240524882041894e-05
CtLtL,3.289559049229713e-06
CtLtT,2.558545927178666e-06
CtTcC,2.193039366153142e-06
CtTcL,1.498576900204647e-05
CtTcT,1.8275328051276184e-06
CtTlC,3.655065610255237e-06
CtTlL,7.310131220510473e-07
CtTlT,4.422629388408837e-05
CtTtC,1.4620262441020946e-06
CtTtL,7.310131220510473e-07
CtTtT,1.3158236196918852e-05
LcCcC,3.216457737024609e-05
LcCcL,3.655065610255237e-06
LcCcT,1.4620262441020946e-06
LcClC,5.8481049764083785e-06
LcClL,3.6550656102552366e-07
LcClT,7.310131220510473e-07
LcCtC,2.9240524882041893e-06
LcCtL,7.310131220510473e-07
LcCtT,0.0
LcLcC,1.7178808368199612e-05
LcLcL,1.900634117332723e-05
LcLcT,3.289559049229713e-06
LcLlC,4.020572171280761e-06
LcLlL,1.4620262441020946e-06
LcLlT,3.6550656102552366e-07
LcLtC,2.193039366153142e-06
LcLtL,7.310131220510473e-07
LcLtT,0.0
LcTcC,1.8275328051276184e-06
LcTcL,1.8275328051276184e-06
LcTcT,2.558545927178666e-06
LcTlC,7.310131220510473e-07
LcTlL,1.4620262441020946e-06
LcTlT,1.8275328051276184e-06
LcTtC,3.6550656102552366e-07
LcTtL,3.6550656102552366e-07
LcTtT,0.0
LlCcC,2.193039366153142e-06
LlCcL,2.193039366153142e-06
LlCcT,3.6550656102552366e-07
LlClC,1.5351275563071994e-05
LlClL,2.558545927178666e-06
LlClT,1.4620262441020946e-06
LlCtC,1.8275328051276184e-06
LlCtL,1.4620262441020946e-06
LlCtT,1.4620262441020946e-06
LlLcC,1.8275328051276184e-06
LlLcL,7.310131220510473e-07
LlLcT,1.8275328051276184e-06
LlLlC,5.8481049764083785e-06
LlLlL,1.3523742757944375e-05
LlLlT,2.558545927178666e-06
LlLtC,7.310131220510473e-07
LlLtL,1.1696209952816757e-05
LlLtT,2.4123433027684564e-05
LlTcC,1.4620262441020946e-06
LlTcL,7.310131220510473e-07
LlTcT,2.558545927178666e-06
LlTlC,2.193039366153142e-06
LlTlL,3.6550656102552366e-07
LlTlT,2.558545927178666e-06
LlTtC,0.0
LlTtL,7.310131220510473e-07
LlTtT,0.0
LtCcC,1.096519683076571e-06
LtCcL,3.6550656102552366e-07
LtCcT,0.0
LtClC,6.94462465948495e-06
LtClL,1.4620262441020946e-06
LtClT,1.4620262441020946e-06
LtCtC,4.751585293331808e-06
LtCtL,1.096519683076571e-06
LtCtT,7.310131220510473e-07
LtLcC,1.096519683076571e-06
LtLcL,1.096519683076571e-06
LtLcT,3.6550656102552366e-07
LtLlC,1.8275328051276184e-06
LtLlL,2.558545927178666e-06
LtLlT,0.0
LtLtC,5.117091854357332e-06
LtLtL,1.4254755879995424e-05
LtLtT,1.8275328051276184e-06
LtTcC,2.193039366153142e-06
LtTcL,1.8275328051276184e-06
LtTcT,0.0
LtTlC,7.310131220510473e-07
LtTlL,0.0
LtTlT,1.096519683076571e-06
LtTtC,3.6550656102552366e-07
LtTtL,7.310131220510473e-07
LtTtT,1.4620262441020946e-06
TcCcC,4.751585293331808e-06
TcCcL,1.8275328051276184e-06
TcCcT,3.6550656102552366e-07
TcClC,1.8275328051276184e-06
TcClL,3.6550656102552366e-07
TcClT,0.0
TcCtC,1.096519683076571e-06
TcCtL,3.6550656102552366e-07
TcCtT,7.310131220510473e-07
TcLcC,1.8275328051276184e-06
TcLcL,2.9240524882041893e-06
TcLcT,3.6550656102552366e-07
TcLlC,1.096519683076571e-06
TcLlL,3.6550656102552366e-07
TcLlT,1.1696209952816757e-05
TcLtC,7.310131220510473e-07
TcLtL,1.096519683076571e-06
TcLtT,3.6550656102552366e-07
TcTcC,5.117091854357332e-06
TcTcL,2.4123433027684564e-05
TcTcT,2.668197895486323e-05
TcTlC,4.020572171280761e-06
TcTlL,1.4620262441020946e-06
TcTlT,3.6550656102552366e-07
TcTtC,7.310131220510473e-07
TcTtL,0.0
TcTtT,7.310131220510473e-07
TlCcC,2.558545927178666e-06
TlCcL,1.4620262441020946e-06
TlCcT,7.310131220510473e-07
TlClC,6.981175315587503e-05
TlClL,4.386078732306284e-06
TlClT,2.558545927178666e-06
TlCtC,3.655065610255237e-06
TlCtL,3.6550656102552366e-07
TlCtT,3.6550656102552366e-07
TlLcC,3.6550656102552366e-07
TlLcL,3.6550656102552366e-07
TlLcT,3.6550656102552366e-07
TlLlC,3.655065610255237e-06
TlLlL,5.007439886049675e-05
TlLlT,4.386078732306284e-06
TlLtC,1.096519683076571e-06
TlLtL,1.8275328051276184e-06
TlLtT,1.096519683076571e-05
TlTcC,1.4620262441020946e-06
TlTcL,3.6550656102552366e-07
TlTcT,1.8275328051276184e-06
TlTlC,6.213611537433903e-06
TlTlL,1.8275328051276184e-06
TlTlT,2.1199380539480374e-05
TlTtC,2.558545927178666e-06
TlTtL,1.096519683076571e-06
TlTtT,1.2792729635893329e-05
TtCcC,1.4620262441020946e-06
TtCcL,0.0
TtCcT,3.6550656102552366e-07
