,proportion
C,0.43708219871496845
L,0.2396951886928033
T,0.11420893037992969
Cc,0.02688149649924033
Cl,0.05092208497358154
Ct,0.010257813059921732
Lc,0.013160634943506416
Ll,0.025697253238563852
Lt,0.005974499745402708
Tc,0.00517037005350483
Tl,0.018349016301356137
Tt,0.0031992579342609902
CcC,0.005104703839747421
CcL,0.003147100198762248
CcT,0.00045778731876594043
ClC,0.008407526773991526
ClL,0.0038097661044513057
ClT,0.0004562863767371997
CtC,0.0029227093654655
CtL,0.002802258767659052
CtT,9.831170288252164e-05
LcC,0.0009849932063611423
LcL,0.002381244528597261
LcT,7.542233694422461e-05
LlC,0.0015718615395987905
LlL,0.004960613404988305
LlT,9.681076085378083e-05
LtC,0.00029568557966193527
LtL,0.001816139854776354
LtT,0.00018424063402793176
TcC,0.00037298409414208587
TcL,0.0006183881158412048
TcT,0.0001013135869400032
TlC,0.0004555359057228292
TlL,0.0014724241301947133
TlT,0.00028555422096793496
TtC,0.00025666108691467477
TtL,0.00037185838762053027
TtT,0.00021050711953089554
CcCc,0.00024127643112008173
CcCl,0.00023977548909134093
CcCt,1.2007536229926307e-05
CcLc,0.0002923084600972685
CcLl,0.00011819918476333707
CcLt,5.253297100592759e-06
CcTc,0.00014746755432378244
CcTl,1.3883713765852293e-05
CcTt,1.8761775359259854e-06
ClCc,3.977496376163089e-05
ClCl,0.00039887534413786445
ClCt,1.013135869400032e-05
ClLc,2.926836956044537e-05
ClLl,0.00028667992748949056
ClLt,6.003768114963154e-06
ClTc,6.003768114963154e-06
ClTl,9.343364128911407e-05
ClTt,3.377119564666774e-06
CtCc,3.0018840574815766e-05
CtCl,3.302072463229734e-05
CtCt,3.7523550718519708e-06
CtLc,3.4896902168223325e-05
CtLl,4.202637680474207e-05
CtLt,1.8761775359259854e-06
CtTc,1.8761775359259854e-06
CtTl,4.127590579037168e-05
CtTt,2.7392192024519384e-05
LcCc,1.651036231614867e-05
LcCl,1.913701086644505e-05
LcCt,2.2514130431111825e-06
LcLc,0.00023339648546919257
LcLl,5.966244564244633e-05
LcLt,4.127590579037168e-06
LcTc,7.5047101437039415e-06
LcTl,4.2401612311927266e-05
LcTt,3.752355071851971e-07
LlCc,1.013135869400032e-05
LlCl,4.315208332629766e-05
LlCt,3.377119564666774e-06
LlLc,2.2138894923926625e-05
LlLl,0.0003849916303720122
LlLt,5.628532607777956e-06
