,proportion
C,0.6073247616299089
L,0.20481943820763074
T,0.009077210329872043
Cc,0.04260260657337261
Cl,0.06466105594858317
Ct,0.00014485502797373446
Lc,0.008665673481167176
Ll,0.016802811821804545
Lt,3.825658431101192e-05
Tc,0.000924843640139997
Tl,0.001057070281059611
Tt,7.019897509496363e-05
CcC,0.011279378178221456
CcL,0.0052210952005815004
CcT,2.3771081513638473e-05
ClC,0.012475732140025043
ClL,0.0035374340677483255
ClT,2.2285388919036073e-05
CtC,4.9399278770529954e-05
CtL,1.0771271310867435e-05
CtT,2.599962040554208e-06
LcC,0.0013204092934528872
LcL,0.0021479400686464267
LcT,4.457077783807214e-06
LlC,0.0011190979468842612
LlL,0.0024759067089049074
LlT,5.199924081108416e-06
LtC,3.342808337855411e-05
LtL,4.457077783807214e-06
LtT,0.0
TcC,5.8313434338144385e-05
TcL,9.657001864915631e-05
TcT,1.1142694459518036e-06
TlC,0.00011848398441954178
TlL,4.0485123202915524e-05
TlT,3.7142314865060115e-07
TtC,1.1142694459518036e-06
TtL,1.4856925946024046e-06
TtT,1.1142694459518036e-06
CcCc,0.0004568504728402394
CcCl,0.00023288231420392694
CcCt,9.65700186491563e-06
CcLc,0.00027745309204199906
CcLl,7.205609083821663e-05
CcLt,3.7142314865060115e-07
CcTc,1.857115743253006e-06
CcTl,3.7142314865060115e-07
CcTt,0.0
ClCc,7.317036028416843e-05
ClCl,0.0004653932052592033
ClCt,1.857115743253006e-06
ClLc,2.1171119473084266e-05
ClLl,0.00020539700120378245
ClLt,3.7142314865060115e-07
ClTc,3.7142314865060115e-07
ClTl,7.428462973012023e-07
ClTt,0.0
CtCc,3.714231486506012e-06
CtCl,3.7142314865060115e-07
CtCt,0.0
CtLc,3.7142314865060115e-07
CtLl,7.428462973012023e-07
CtLt,5.942770378409618e-06
CtTc,0.0
CtTl,0.0
CtTt,0.0
LcCc,4.9770701919180554e-05
LcCl,4.9399278770529954e-05
LcCt,3.7142314865060115e-07
LcLc,0.0001597119539197585
LcLl,2.6371043554192685e-05
LcLt,3.7142314865060115e-07
LcTc,0.0
LcTl,3.7142314865060115e-07
LcTt,0.0
LlCc,3.5285199121807115e-05
LlCl,3.231381393260231e-05
LlCt,0.0
LlLc,8.542732418963827e-06
LlLl,0.00010845555940597555
LlLt,0.0
LlTc,0.0
LlTl,3.7142314865060115e-07
LlTt,0.0
LtCc,7.428462973012023e-07
LtCl,0.0
LtCt,0.0
LtLc,0.0
LtLl,0.0
LtLt,7.428462973012023e-07
LtTc,0.0
LtTl,0.0
LtTt,0.0
TcCc,1.1142694459518036e-06
TcCl,7.428462973012023e-07
TcCt,0.0
