,proportion
C,0.4532652940764566
L,0.26358454063419645
T,0.10057775198422375
Cc,0.028129434921971043
Cl,0.03652350144318846
Ct,0.02273979603620858
Lc,0.015217545124156738
Ll,0.015385089166792848
Lt,0.012195519864967568
Tc,0.0033670120078118796
Tl,0.003892374399710227
Tt,0.002780424550004932
CcC,0.005726926674001456
CcL,0.0020743198976698185
CcT,0.0009927992723382589
ClC,0.010390663580727816
ClL,0.003050988014918386
ClT,0.0024999624217409847
CtC,0.00258061819718944
CtL,0.00035525202913433266
CtT,0.00040987798614260465
LcC,0.0006188497679863297
LcL,0.00170000377615676
LcT,0.0003163906100546224
LlC,0.0010063641073000445
LlL,0.0036812029148997256
LlT,0.0006903401144065514
LtC,0.0004931000817189653
LtL,0.00022583617125567483
LtT,0.00036441745816256617
TcC,0.00023096881151148563
TcL,6.855740913118699e-05
TcT,0.00026983023059119586
TlC,0.00018514166637031783
TlL,0.00018220872908128309
TlT,0.0001745097686975669
TtC,6.232491739198818e-05
TtL,2.4929966956795272e-05
TtT,9.898663350492241e-05
CcCc,0.0003237229532772092
CcCl,7.478990087038581e-05
CcCt,6.452462035876423e-05
CcLc,0.00022986896002809756
CcLl,2.163041250663119e-05
CcLt,3.959465340196896e-05
CcTc,3.7394950435192904e-05
CcTl,5.132640255810792e-06
CcTt,4.5827145141167775e-05
ClCc,7.039049493683371e-05
ClCl,6.709094048666963e-05
ClCt,0.00019137415810951665
ClLc,4.656037946342646e-05
ClLl,0.0001624114023802986
ClLt,0.00011071838266106136
ClTc,1.1365131995009609e-05
ClTl,6.232491739198818e-06
ClTt,6.9657260614575025e-06
CtCc,1.3198217800656321e-05
CtCl,1.0998514833880267e-05
CtCt,1.2098366317268294e-05
CtLc,4.399405933552107e-06
CtLl,5.865874578069476e-06
CtLt,7.698960383716187e-06
CtTc,2.932937289034738e-06
CtTl,3.6661716112934226e-07
CtTt,2.089717818437251e-05
LcCc,5.719227713617739e-05
LcCl,8.798811867104214e-06
LcCt,8.798811867104214e-06
LcLc,0.00017121021424740284
LcLl,3.2262310179382115e-05
LcLt,2.786290424583001e-05
LcTc,5.865874578069476e-06
LcTl,2.566320127905396e-06
LcTt,2.2363646828889877e-05
LlCc,1.0265280511621583e-05
LlCl,8.065577544845529e-06
LlCt,1.5397920767432374e-05
LlLc,6.672432332554028e-05
LlLl,0.0002544323098237635
LlLt,1.5397920767432374e-05
LlTc,4.766023094681449e-06
LlTl,2.126379534550185e-05
LlTt,2.932937289034738e-06
LtCc,6.599108900328161e-06
LtCl,2.932937289034738e-06
LtCt,4.399405933552107e-05
LtLc,1.466468644517369e-06
LtLl,3.2995544501640803e-06
LtLt,5.6092425652789367e-05
LtTc,1.0998514833880268e-06
LtTl,7.332343222586845e-07
LtTt,2.1997029667760535e-06
TcCc,1.3198217800656321e-05
TcCl,1.466468644517369e-06
TcCt,1.466468644517369e-06
TcLc,5.132640255810792e-06
TcLl,2.1997029667760535e-06
TcLt,3.6661716112934226e-07
TcTc,2.566320127905396e-06
TcTl,7.332343222586845e-07
TcTt,4.399405933552107e-06
TlCc,7.332343222586845e-07
TlCl,2.1997029667760535e-06
TlCt,2.1997029667760535e-06
TlLc,3.2995544501640803e-06
TlLl,1.8697475217596452e-05
TlLt,2.1997029667760535e-06
TlTc,3.6661716112934226e-07
TlTl,1.0998514833880268e-06
TlTt,1.0265280511621583e-05
TtCc,1.466468644517369e-06
TtCl,3.6661716112934226e-07
TtCt,3.6661716112934226e-07
TtLc,1.0998514833880268e-06
TtLl,3.6661716112934226e-07
TtLt,0.0
TtTc,7.332343222586845e-07
TtTl,0.0
TtTt,3.6661716112934226e-07
CcCcC,0.0002738630193636186
CcCcL,3.849480191858094e-05
CcCcT,2.6763052762441986e-05
CcClC,9.238752460459424e-05
CcClL,1.3931452122915005e-05
CcClT,2.932937289034738e-06
CcCtC,2.4196732634536588e-05
CcCtL,1.503130360630303e-05
CcCtT,1.466468644517369e-06
CcLcC,7.698960383716187e-06
CcLcL,4.179435636874502e-05
CcLcT,2.60298184401833e-05
CcLlC,2.566320127905396e-06
CcLlL,1.9064092378725796e-05
CcLlT,1.1365131995009609e-05
CcLtC,2.932937289034738e-06
CcLtL,7.332343222586845e-07
CcLtT,1.7231006573079085e-05
CcTcC,2.1997029667760535e-06
CcTcL,1.8330858056467113e-06
CcTcT,1.759762373420843e-05
CcTlC,2.1997029667760535e-06
CcTlL,3.6661716112934226e-07
CcTlT,3.6661716112934226e-07
CcTtC,1.4298069284044347e-05
CcTtL,3.6661716112934226e-07
CcTtT,7.332343222586845e-07
ClCcC,3.99612705630983e-05
ClCcL,6.232491739198818e-06
ClCcT,1.466468644517369e-06
ClClC,8.908797015443016e-05
ClClL,2.8596138568088693e-05
ClClT,3.6661716112934226e-06
ClCtC,3.7028333274063564e-05
ClCtL,2.1997029667760535e-06
ClCtT,2.566320127905396e-06
ClLcC,4.032788772422764e-06
ClLcL,3.2995544501640803e-06
ClLcT,7.332343222586845e-07
ClLlC,2.6763052762441986e-05
ClLlL,3.446201314615817e-05
ClLlT,1.2831600639526978e-05
ClLtC,2.1997029667760535e-06
ClLtL,1.0998514833880268e-06
ClLtT,1.0998514833880268e-06
ClTcC,2.1997029667760535e-06
ClTcL,0.0
ClTcT,3.6661716112934226e-07
ClTlC,1.0998514833880268e-06
ClTlL,3.6661716112934226e-07
ClTlT,3.6661716112934226e-07
ClTtC,3.6661716112934226e-07
ClTtL,0.0
ClTtT,0.0
CtCcC,6.232491739198818e-06
CtCcL,2.1997029667760535e-06
CtCcT,3.6661716112934226e-07
CtClC,4.766023094681449e-06
CtClL,1.8330858056467113e-06
CtClT,1.0998514833880268e-06
CtCtC,7.332343222586845e-07
CtCtL,0.0
CtCtT,0.0
CtLcC,7.332343222586845e-07
CtLcL,7.332343222586845e-07
CtLcT,1.0998514833880268e-06
CtLlC,1.466468644517369e-06
CtLlL,1.0998514833880268e-06
CtLlT,7.332343222586845e-07
CtLtC,1.0998514833880268e-06
CtLtL,1.0265280511621583e-05
CtLtT,0.0
CtTcC,0.0
CtTcL,3.6661716112934226e-07
CtTcT,0.0
CtTlC,3.6661716112934226e-07
CtTlL,0.0
CtTlT,0.0
CtTtC,0.0
CtTtL,0.0
CtTtT,3.6661716112934226e-07
LcCcC,2.2363646828889877e-05
LcCcL,2.566320127905396e-06
LcCcT,1.0998514833880268e-06
LcClC,5.865874578069476e-06
LcClL,1.8330858056467113e-06
LcClT,7.332343222586845e-07
LcCtC,1.8330858056467113e-06
LcCtL,7.332343222586845e-07
LcCtT,0.0
LcLcC,9.532046189362898e-06
LcLcL,3.079584153486475e-05
LcLcT,1.3564834961785661e-05
LcLlC,2.932937289034738e-06
LcLlL,3.2995544501640803e-06
LcLlT,3.6661716112934226e-07
LcLtC,3.6661716112934226e-07
LcLtL,3.6661716112934226e-07
LcLtT,3.6661716112934226e-07
LcTcC,1.466468644517369e-06
LcTcL,3.6661716112934226e-07
LcTcT,1.8330858056467113e-06
LcTlC,7.332343222586845e-07
LcTlL,3.6661716112934226e-07
LcTlT,0.0
LcTtC,3.6661716112934226e-07
LcTtL,0.0
LcTtT,0.0
LlCcC,7.698960383716187e-06
LlCcL,7.332343222586845e-07
LlCcT,7.332343222586845e-07
LlClC,6.599108900328161e-06
LlClL,1.8330858056467113e-06
LlClT,7.332343222586845e-07
LlCtC,1.8330858056467113e-06
LlCtL,7.332343222586845e-07
LlCtT,3.6661716112934226e-07
LlLcC,4.032788772422764e-06
LlLcL,2.1997029667760535e-06
LlLcT,1.466468644517369e-06
