,proportion
C,0.4267403473425681
L,0.27643022464436556
T,0.09498142866148701
Cc,0.02829379124194459
Cl,0.044465072117518545
Ct,0.013771866512795373
Lc,0.013383328637428547
Ll,0.021786425104178324
Lt,0.013549936766104057
Tc,0.0026084786169080876
Tl,0.004277776276803645
Tt,0.0030918994999183033
CcC,0.005748302076619153
CcL,0.003112162650703163
CcT,0.0011717247350673443
ClC,0.013399732140444862
ClL,0.005959296154632927
ClT,0.002459560540505073
CtC,0.002146929071252957
CtL,0.00047537995015908173
CtT,0.00034157882751620084
LcC,0.001108362184200403
LcL,0.0022627185043092965
LcT,0.0005619003876372908
LlC,0.0017854087302659424
LlL,0.005383565362491685
LlT,0.0014386837057250154
LtC,0.0002788595512773504
LtL,0.0008053798343696486
LtT,0.00044321621875454304
TcC,0.00017014613913000963
TcL,0.00032388877524370456
TcT,0.00012350872859342855
TlC,0.000254415115409901
TlL,0.0003470466618549724
TlT,0.00018912274065868744
TtC,0.00010839177483329536
TtL,3.956138962758258e-05
TtT,0.0003441519260285639
CcCc,0.00023608178850931393
CcCl,4.4064312024218e-05
CcCt,5.242688218939806e-05
CcLc,0.00032099403941729604
CcLl,6.143272698266889e-05
CcLt,7.590640611471129e-05
CcTc,7.397658223043897e-06
CcTl,4.824559710680803e-06
CcTt,9.97075673540699e-06
ClCc,0.00014891807640301412
ClCl,0.0002647075094593534
ClCt,0.00020681279293118375
ClLc,5.339179413153422e-05
ClLl,0.0003107016453678437
ClLt,0.00010581867632093228
ClTc,5.467834338771576e-06
ClTl,8.04093285113467e-06
ClTt,1.5760228388223953e-05
CtCc,9.649119421361606e-06
CtCl,6.7543835949531235e-06
CtCt,1.7690052272496277e-05
CtLc,3.2163731404538684e-06
CtLl,4.502922396635415e-06
CtLt,1.6081865702269342e-06
CtTc,6.432746280907737e-07
CtTl,9.649119421361605e-07
CtTt,1.0292394049452379e-05
LcCc,6.400582549503199e-05
LcCl,2.44444358674494e-05
LcCt,7.397658223043897e-06
LcLc,0.00022707594371604309
LcLl,7.236839566021204e-05
LcLt,5.467834338771576e-05
LcTc,9.00584479327083e-06
LcTl,1.6081865702269342e-06
LcTt,2.2514611983177077e-06
LlCc,1.8976601528677823e-05
LlCl,7.976605388325592e-05
LlCt,2.219297466913169e-05
LlLc,3.730992842926487e-05
LlLl,0.00026084786169080875
LlLt,0.00022997067954245157
