,proportion
C,0.5250806942437163
L,0.30672056332401865
T,0.022693783952350353
Cc,0.029528063507735906
Cl,0.05361056100635567
Ct,0.00019973356296412143
Lc,0.01126139282127426
Ll,0.01871983976092269
Lt,8.14950622471533e-05
Tc,0.001639793709146478
Tl,0.0023294397850414632
Tt,2.4024555922571207e-05
CcC,0.0066237113887700734
CcL,0.0031458036166849123
CcT,3.4388089849954866e-05
ClC,0.006750900214242509
ClL,0.002004872745224766
ClT,2.873525316229105e-05
CtC,2.6850974266403117e-05
CtL,6.312334301224592e-05
CtT,3.7685577917758755e-06
LcC,0.0008964456847186863
LcL,0.0019799060498542505
LcT,3.34459504020109e-05
LlC,0.0006236963145389074
LlL,0.002739741514621062
LlT,1.790064951093541e-05
LtC,6.123906411635798e-06
LtL,1.1776743099299612e-05
LtT,3.2974880678038912e-06
TcC,0.00016864296118197043
TcL,0.0001578083575306148
TcT,2.6850974266403117e-05
TlC,8.997431727864904e-05
TlL,0.0001243624071286039
TlT,1.601637061504747e-05
TtC,4.7106972397198444e-07
TtL,9.421394479439689e-07
TtT,3.7685577917758755e-06
CcCc,0.0003429387590516047
CcCl,0.00019360965655248563
CcCt,1.4132091719159535e-06
CcLc,0.00020491532992781322
CcLl,7.018938887182568e-05
CcLt,4.7106972397198444e-07
CcTc,1.4132091719159535e-06
CcTl,2.826418343831907e-06
CcTt,0.0
ClCc,3.909878708967471e-05
ClCl,0.000242600907845572
ClCt,0.0
ClLc,1.1305673375327628e-05
ClLl,7.772650445537743e-05
ClLt,0.0
ClTc,4.7106972397198444e-07
ClTl,4.239627515747861e-06
ClTt,4.7106972397198444e-07
CtCc,0.0
CtCl,0.0
CtCt,0.0
CtLc,0.0
CtLl,4.7106972397198444e-07
CtLt,0.0
CtTc,0.0
CtTl,0.0
CtTt,4.7106972397198444e-07
LcCc,4.616483294925448e-05
LcCl,4.004092653761868e-05
LcCt,0.0
LcLc,0.00011117245485738834
LcLl,5.040446046500234e-05
LcLt,0.0
LcTc,1.4132091719159535e-06
LcTl,4.7106972397198444e-07
LcTt,4.7106972397198444e-07
LlCc,7.537115583551751e-06
LlCl,3.1090601782150975e-05
LlCt,0.0
LlLc,7.066045859579766e-06
LlLl,0.00013095738326421167
LlLt,1.4132091719159535e-06
LlTc,4.7106972397198444e-07
LlTl,1.4132091719159535e-06
LlTt,0.0
LtCc,0.0
LtCl,0.0
LtCt,0.0
LtLc,0.0
LtLl,0.0
LtLt,0.0
LtTc,0.0
LtTl,0.0
LtTt,0.0
TcCc,3.2974880678038912e-06
TcCl,2.826418343831907e-06
TcCt,0.0
TcLc,1.8842788958879378e-06
TcLl,2.826418343831907e-06
TcLt,0.0
TcTc,0.0
TcTl,0.0
TcTt,0.0
TlCc,0.0
TlCl,7.537115583551751e-06
TlCt,0.0
TlLc,1.4132091719159535e-06
TlLl,3.7685577917758755e-06
TlLt,0.0
TlTc,0.0
TlTl,4.239627515747861e-06
TlTt,0.0
TtCc,0.0
TtCl,0.0
TtCt,0.0
TtLc,0.0
TtLl,0.0
TtLt,0.0
TtTc,0.0
TtTl,0.0
TtTt,4.7106972397198444e-07
CcCcC,0.00031326136644136966
CcCcL,6.500762190813386e-05
CcCcT,8.008185307523736e-06
CcClC,3.62723687458428e-05
CcClL,1.4132091719159533e-05
CcClT,0.0
CcCtC,0.0
CcCtL,0.0
CcCtT,0.0
CcLcC,1.366102199518755e-05
CcLcL,4.522269350131051e-05
CcLcT,4.7106972397198444e-07
CcLlC,2.826418343831907e-06
CcLlL,1.601637061504747e-05
CcLlT,0.0
CcLtC,0.0
CcLtL,0.0
CcLtT,0.0
CcTcC,0.0
CcTcL,4.7106972397198444e-07
CcTcT,0.0
CcTlC,4.7106972397198444e-07
CcTlL,0.0
CcTlT,0.0
CcTtC,0.0
CcTtL,0.0
CcTtT,0.0
ClCcC,2.0255998130795333e-05
ClCcL,6.5949761356077825e-06
ClCcT,4.7106972397198444e-07
ClClC,0.00011070138513341635
ClClL,2.73220439903751e-05
ClClT,9.421394479439689e-07
ClCtC,4.7106972397198444e-07
ClCtL,0.0
ClCtT,0.0
ClLcC,1.8842788958879378e-06
ClLcL,1.8842788958879378e-06
ClLcT,0.0
ClLlC,3.7685577917758755e-06
ClLlL,1.4132091719159533e-05
ClLlT,0.0
ClLtC,0.0
ClLtL,0.0
ClLtT,4.7106972397198444e-07
ClTcC,4.7106972397198444e-07
ClTcL,0.0
ClTcT,0.0
ClTlC,4.7106972397198444e-07
ClTlL,0.0
ClTlT,9.421394479439689e-07
ClTtC,0.0
ClTtL,0.0
ClTtT,0.0
CtCcC,0.0
CtCcL,0.0
CtCcT,0.0
CtClC,4.7106972397198444e-07
CtClL,0.0
CtClT,0.0
CtCtC,0.0
CtCtL,0.0
CtCtT,0.0
CtLcC,0.0
CtLcL,4.7106972397198444e-07
CtLcT,0.0
CtLlC,0.0
CtLlL,0.0
CtLlT,0.0
CtLtC,0.0
CtLtL,0.0
CtLtT,0.0
CtTcC,0.0
CtTcL,0.0
CtTcT,0.0
CtTlC,0.0
CtTlL,0.0
CtTlT,0.0
CtTtC,0.0
CtTtL,0.0
CtTtT,0.0
LcCcC,2.5437765094487162e-05
LcCcL,7.066045859579766e-06
LcCcT,4.7106972397198444e-07
LcClC,6.5949761356077825e-06
LcClL,1.8842788958879378e-06
LcClT,0.0
LcCtC,0.0
LcCtL,0.0
