,proportion
C,0.6370682052611164
L,0.14682560528233754
T,0.07678105817215954
Cc,0.03923972468111679
Cl,0.0119120468536103
Ct,0.028388041683988608
Lc,0.009766966952341027
Ll,0.0013251069321982894
Lt,0.007035695089729116
Tc,0.0044881083046180445
Tl,0.0008147546430056166
Tt,0.002552457222772079
CcC,0.010501359373940028
CcL,0.0017557927767930604
CcT,0.0012715321179272113
ClC,0.0033205948195937705
ClL,0.00016072444281323435
ClT,0.00020699360059280185
CtC,0.0077742621721804085
CtL,0.000603586381560523
CtT,0.0009340803657002907
LcC,0.0008561533631241771
LcL,0.0003005755813650097
LcT,0.00018959918037491933
LlC,8.279744023712074e-05
LlL,0.0001652469920698838
LlT,1.4611312983021305e-05
LtC,0.0005395749151587153
LtL,0.0003993758882025824
LtT,3.896350128805681e-05
TcC,0.0003214488856264687
TcL,3.1309956392188516e-05
TcT,0.00010923695896830214
TlC,5.287903746236282e-05
TlL,7.653544895868304e-06
TlT,0.0003019671349824403
TtC,0.00012315249514260816
TtL,5.566214469722403e-05
TtT,0.0002974445857257909
CcCc,0.0006783823884974178
CcCl,1.6002866600451908e-05
CcCt,0.00018194563547905103
CcLc,0.00018055408186162043
CcLl,1.4263424578663657e-05
CcLt,4.348605054470627e-05
CcTc,0.0001934259528228535
CcTl,1.7394420217882509e-06
CcTt,2.8178960752969664e-05
ClCc,5.496636788850872e-05
ClCl,2.783107234861201e-06
ClCt,2.470007670939316e-05
ClLc,1.0436652130729505e-06
ClLl,0.0
ClLt,1.0436652130729505e-06
ClTc,1.0436652130729505e-06
ClTl,0.0
ClTt,2.087330426145901e-06
CtCc,5.287903746236282e-05
CtCl,5.914102874080052e-06
CtCt,0.00028039805391226604
CtLc,7.653544895868304e-06
CtLl,3.4788840435765014e-07
CtLt,4.4181827353421575e-05
CtTc,2.122119266581666e-05
CtTl,6.957768087153003e-07
CtTt,0.00010367074449857973
LcCc,6.122835916694643e-05
LcCl,1.0436652130729505e-06
LcCt,1.2871870961233054e-05
LcLc,6.331568959309233e-05
LcLl,0.0
LcLt,1.2176094152517756e-05
LcTc,5.218326065364752e-05
LcTl,1.0436652130729505e-06
LcTt,1.1480317343802454e-05
LlCc,1.5654978196094258e-05
LlCl,0.0
LlCt,6.957768087153003e-07
LlLc,1.0436652130729505e-06
LlLl,6.957768087153003e-07
LlLt,0.0
LlTc,0.0
LlTl,3.4788840435765014e-07
LlTt,0.0
LtCc,6.9577680871530034e-06
LtCl,1.0436652130729505e-06
LtCt,2.122119266581666e-05
LtLc,6.957768087153003e-07
LtLl,0.0
LtLt,1.3915536174306006e-06
LtTc,2.087330426145901e-06
LtTl,0.0
LtTt,1.4959201387378957e-05
TcCc,2.052541585710136e-05
TcCl,1.0436652130729505e-06
TcCt,2.783107234861201e-06
TcLc,3.1309956392188514e-06
TcLl,0.0
TcLt,0.0
TcTc,3.4440952031407365e-05
TcTl,0.0
TcTt,1.3915536174306006e-06
TlCc,1.0436652130729505e-06
TlCl,0.0
TlCt,3.4788840435765014e-07
TlLc,3.4788840435765014e-07
TlLl,0.0
TlLt,0.0
TlTc,6.957768087153003e-07
TlTl,0.0
TlTt,6.957768087153003e-07
TtCc,1.7394420217882509e-06
TtCl,3.4788840435765014e-07
TtCt,3.4788840435765017e-06
TtLc,6.957768087153003e-07
TtLl,0.0
TtLt,3.4788840435765014e-07
TtTc,1.3915536174306006e-06
TtTl,1.3915536174306006e-06
TtTt,1.6350755004809558e-05
CcCcC,0.000519049499301614
CcCcL,3.722405926626857e-05
CcCcT,1.809019702659781e-05
CcClC,1.1828205748160104e-05
CcClL,2.435218830503551e-06
CcClT,0.0
CcCtC,6.192413597566173e-05
CcCtL,3.1309956392188514e-06
CcCtT,2.435218830503551e-06
CcLcC,2.365641149632021e-05
CcLcL,9.740875322014203e-06
CcLcT,1.0436652130729505e-06
CcLlC,3.4788840435765014e-07
CcLlL,0.0
CcLlT,6.957768087153003e-07
CcLtC,2.783107234861201e-06
CcLtL,6.957768087153003e-07
CcLtT,3.4788840435765014e-07
CcTcC,4.522549256649453e-06
CcTcL,2.087330426145901e-06
CcTcT,1.5654978196094258e-05
CcTlC,3.4788840435765014e-07
CcTlL,0.0
CcTlT,3.1309956392188514e-06
CcTtC,2.435218830503551e-06
CcTtL,0.0
CcTtT,1.7394420217882509e-06
ClCcC,1.7394420217882507e-05
ClCcL,1.3915536174306006e-06
ClCcT,1.0436652130729505e-06
ClClC,6.9577680871530034e-06
ClClL,6.957768087153003e-07
ClClT,0.0
ClCtC,2.957051437040026e-05
ClCtL,1.3915536174306006e-06
ClCtT,3.4788840435765014e-07
ClLcC,1.0436652130729505e-06
ClLcL,0.0
ClLcT,0.0
ClLlC,0.0
ClLlL,6.957768087153003e-07
ClLlT,0.0
ClLtC,0.0
ClLtL,0.0
ClLtT,0.0
ClTcC,0.0
ClTcL,0.0
ClTcT,0.0
ClTlC,0.0
ClTlL,0.0
ClTlT,0.0
ClTtC,6.957768087153003e-07
ClTtL,0.0
ClTtT,0.0
CtCcC,2.365641149632021e-05
CtCcL,2.783107234861201e-06
CtCcT,2.783107234861201e-06
CtClC,8.349321704583604e-06
CtClL,6.957768087153003e-07
CtClT,3.4788840435765014e-07
CtCtC,6.888190406281473e-05
CtCtL,3.4788840435765017e-06
CtCtT,2.783107234861201e-06
CtLcC,1.3915536174306006e-06
CtLcL,0.0
CtLcT,0.0
CtLlC,0.0
CtLlL,0.0
CtLlT,0.0
CtLtC,6.957768087153003e-07
CtLtL,6.957768087153003e-07
CtLtT,0.0
CtTcC,1.7394420217882509e-06
CtTcL,0.0
CtTcT,6.957768087153003e-07
CtTlC,0.0
CtTlL,0.0
CtTlT,3.4788840435765014e-07
CtTtC,6.957768087153003e-07
CtTtL,3.4788840435765014e-07
CtTtT,1.0436652130729505e-06
