,proportion
C,0.49425994329096085
L,0.15480405771353503
T,0.19493891503201832
Cc,0.025622140888041815
Cl,0.008449759277062825
Ct,0.03500068403170159
Lc,0.011846679447752159
Ll,0.0019025451601477508
Lt,0.013655146823188111
Tc,0.00873424150254591
Tl,0.0031967706207447137
Tt,0.012441880731108076
CcC,0.005264607824947854
CcL,0.0009801330957025943
CcT,0.001820836167848261
ClC,0.0016844046394215904
ClL,0.00010457251766769552
ClT,0.0002822333541353933
CtC,0.007110931201403297
CtL,0.0011011973365867005
CtT,0.00186056622832416
LcC,0.000937029728205157
LcL,0.0003894295550420633
LcT,0.00048575621110155345
LlC,0.00020764578777026282
LlL,7.196388312615605e-05
LlT,0.00012743604303590137
LtC,0.0005550964109887351
LtL,0.0008804331326215655
LtT,0.0005719629460964278
TcC,0.0008020974473436145
TcL,0.00017616158890256954
TcT,0.0018047192565231326
TlC,0.0002016487975097498
TlL,1.7990970781539014e-05
TlT,0.0008268350321682307
TtC,0.0005269855191425804
TtL,0.0003613186631959086
TtT,0.0025670866433908485
CcCc,0.00029385252276513727
CcCl,1.1619168629743947e-05
CcCt,8.620673499487446e-05
CcLc,8.733117066872063e-05
CcLl,1.4992475651282514e-06
CcLt,1.0869544847179821e-05
CcTc,0.00021026947100923727
CcTl,2.998495130256503e-06
CcTt,6.5592080974361e-05
ClCc,8.620673499487445e-06
ClCl,1.4617663760000449e-05
ClCt,1.1993980521026011e-05
ClLc,1.874059456410314e-06
ClLl,7.496237825641257e-07
ClLt,1.4992475651282514e-06
ClTc,2.998495130256503e-06
ClTl,8.995485390769507e-06
ClTt,1.4992475651282514e-06
CtCc,4.310336749743723e-05
CtCl,1.2368792412308074e-05
CtCt,0.00016978978675077447
CtLc,7.121425934359194e-06
CtLl,7.496237825641257e-07
CtLt,0.0001008243987548749
CtTc,1.6116911325128703e-05
CtTl,4.122930804102691e-06
CtTt,7.45875663651305e-05
LcCc,1.6116911325128703e-05
LcCl,7.496237825641257e-07
LcCt,2.2863525368205833e-05
LcLc,5.059960532307849e-05
LcLl,7.496237825641257e-07
LcLt,4.122930804102691e-06
LcTc,6.409283340923273e-05
LcTl,1.874059456410314e-06
LcTt,5.2473664779488795e-06
LlCc,2.2488713476923767e-06
LlCl,7.496237825641257e-07
LlCt,1.1244356738461884e-06
LlLc,0.0
LlLl,1.1244356738461884e-06
LlLt,3.7481189128206285e-07
LlTc,3.7481189128206285e-07
LlTl,7.496237825641257e-07
LlTt,7.496237825641257e-07
LtCc,5.622178369230943e-06
LtCl,7.496237825641257e-07
LtCt,6.371802151795068e-06
LtLc,3.748118912820628e-06
LtLl,7.496237825641257e-07
LtLt,6.334320962666862e-05
LtTc,4.122930804102691e-06
LtTl,7.496237825641257e-07
LtTt,3.073457508512915e-05
TcCc,1.4617663760000449e-05
TcCl,1.4992475651282514e-06
TcCt,9.37029728205157e-06
TcLc,7.121425934359194e-06
TcLl,3.7481189128206285e-07
TcLt,4.872554586666817e-06
TcTc,0.00014692626138256863
TcTl,1.4992475651282514e-06
TcTt,7.908530906051525e-05
TlCc,1.1244356738461884e-06
TlCl,7.496237825641257e-07
TlCt,2.2488713476923767e-06
TlLc,0.0
TlLl,0.0
TlLt,0.0
TlTc,8.995485390769507e-06
TlTl,1.1244356738461884e-06
TlTt,4.122930804102691e-06
TtCc,4.497742695384753e-06
TtCl,1.874059456410314e-06
TtCt,9.37029728205157e-06
TtLc,3.748118912820628e-06
TtLl,3.7481189128206285e-07
TtLt,3.448269399794978e-05
TtTc,5.097441721436054e-05
TtTl,1.4242851868718388e-05
TtTt,0.00018590669807590316
CcCcC,0.000339954385392831
CcCcL,3.110938697641121e-05
CcCcT,8.170899229948969e-05
CcClC,1.836578267282108e-05
CcClL,1.1244356738461884e-06
CcClT,2.2488713476923767e-06
CcCtC,2.661164428102646e-05
CcCtL,2.6236832389744398e-06
CcCtT,9.37029728205157e-06
CcLcC,5.2473664779488795e-06
CcLcL,7.121425934359194e-06
CcLcT,4.497742695384753e-06
CcLlC,0.0
CcLlL,3.7481189128206285e-07
CcLlT,0.0
CcLtC,1.874059456410314e-06
CcLtL,1.874059456410314e-06
CcLtT,1.1244356738461884e-06
CcTcC,1.2368792412308074e-05
CcTcL,1.6116911325128703e-05
CcTcT,6.071952638769418e-05
CcTlC,0.0
CcTlL,0.0
CcTlT,2.998495130256503e-06
CcTtC,4.122930804102691e-06
CcTtL,1.4992475651282514e-06
CcTtT,1.9115406455385204e-05
ClCcC,1.874059456410314e-05
ClCcL,1.874059456410314e-06
ClCcT,1.874059456410314e-06
ClClC,1.9115406455385204e-05
ClClL,2.2488713476923767e-06
ClClT,3.7481189128206285e-07
ClCtC,2.511239671589821e-05
ClCtL,1.4992475651282514e-06
ClCtT,1.1244356738461884e-06
ClLcC,7.496237825641257e-07
ClLcL,0.0
ClLcT,0.0
ClLlC,0.0
ClLlL,1.4992475651282514e-06
ClLlT,0.0
ClLtC,0.0
ClLtL,3.7481189128206285e-07
ClLtT,0.0
ClTcC,0.0
ClTcL,0.0
ClTcT,1.1244356738461884e-06
ClTlC,0.0
ClTlL,3.7481189128206285e-07
ClTlT,6.371802151795068e-06
ClTtC,3.7481189128206285e-07
ClTtL,0.0
ClTtT,0.0
CtCcC,1.724134699897489e-05
CtCcL,3.3733070215385655e-06
CtCcT,4.122930804102691e-06
CtClC,1.4992475651282514e-06
CtClL,0.0
CtClT,8.995485390769507e-06
CtCtC,0.00010419770577641346
CtCtL,3.3733070215385655e-06
CtCtT,5.2473664779488795e-06
CtLcC,2.2488713476923767e-06
CtLcL,3.7481189128206285e-07
CtLcT,1.4992475651282514e-06
CtLlC,0.0
CtLlL,0.0
CtLlT,0.0
CtLtC,2.2488713476923767e-06
CtLtL,2.998495130256503e-06
CtLtT,1.31184161948722e-05
CtTcC,7.121425934359194e-06
CtTcL,2.2488713476923767e-06
CtTcT,3.748118912820628e-06
CtTlC,3.7481189128206285e-07
CtTlL,0.0
CtTlT,2.2488713476923767e-06
CtTtC,1.2368792412308074e-05
CtTtL,2.2488713476923767e-06
CtTtT,3.898043669333454e-05
LcCcC,1.874059456410314e-05
LcCcL,1.4992475651282514e-06
LcCcT,2.998495130256503e-06
LcClC,7.496237825641257e-07
LcClL,0.0
LcClT,3.7481189128206285e-07
LcCtC,2.998495130256503e-06
LcCtL,0.0
LcCtT,1.4992475651282514e-06
LcLcC,1.4992475651282514e-06
LcLcL,4.122930804102691e-06
LcLcT,0.0
LcLlC,7.496237825641257e-07
LcLlL,0.0
LcLlT,0.0
LcLtC,3.7481189128206285e-07
LcLtL,0.0
LcLtT,3.7481189128206285e-07
LcTcC,4.122930804102691e-06
LcTcL,0.0
LcTcT,1.2743604303590136e-05
LcTlC,0.0
LcTlL,0.0
LcTlT,0.0
LcTtC,1.1244356738461884e-06
LcTtL,7.496237825641257e-07
LcTtT,1.1244356738461885e-05
LlCcC,8.620673499487445e-06
LlCcL,1.1244356738461884e-06
LlCcT,7.496237825641257e-07
LlClC,3.7481189128206285e-07
LlClL,0.0
LlClT,0.0
LlCtC,3.7481189128206285e-07
LlCtL,0.0
LlCtT,0.0
LlLcC,0.0
LlLcL,3.7481189128206285e-07
LlLcT,0.0
LlLlC,0.0
LlLlL,0.0
LlLlT,0.0
LlLtC,0.0
LlLtL,0.0
LlLtT,0.0
LlTcC,0.0
LlTcL,0.0
LlTcT,3.7481189128206285e-07
LlTlC,0.0
LlTlL,0.0
LlTlT,7.496237825641257e-07
LlTtC,0.0
LlTtL,0.0
LlTtT,0.0
LtCcC,2.2488713476923767e-06
LtCcL,3.7481189128206285e-07
LtCcT,0.0
LtClC,3.7481189128206285e-07
LtClL,0.0
LtClT,3.7481189128206285e-07
LtCtC,8.995485390769507e-06
LtCtL,1.1244356738461884e-06
LtCtT,1.874059456410314e-06
LtLcC,3.7481189128206285e-07
LtLcL,3.7481189128206285e-07
LtLcT,0.0
LtLlC,3.7481189128206285e-07
LtLlL,0.0
LtLlT,0.0
LtLtC,1.1244356738461884e-06
LtLtL,1.4242851868718388e-05
LtLtT,1.874059456410314e-06
LtTcC,1.1244356738461884e-06
LtTcL,7.496237825641257e-07
LtTcT,3.7481189128206285e-07
LtTlC,3.7481189128206285e-07
LtTlL,0.0
LtTlT,7.496237825641257e-07
LtTtC,3.7481189128206285e-07
LtTtL,3.7481189128206285e-07
LtTtT,3.3733070215385655e-06
TcCcC,4.4227803171283416e-05
TcCcL,2.6236832389744398e-06
TcCcT,3.748118912820628e-06
TcClC,1.1244356738461884e-06
TcClL,3.7481189128206285e-07
TcClT,0.0
TcCtC,5.996990260513006e-06
TcCtL,3.7481189128206285e-07
TcCtT,1.4992475651282514e-06
TcLcC,3.7481189128206285e-07
TcLcL,1.1244356738461884e-06
TcLcT,1.874059456410314e-06
TcLlC,0.0
TcLlL,0.0
TcLlT,0.0
TcLtC,3.7481189128206285e-07
TcLtL,7.496237825641257e-07
TcLtT,3.7481189128206285e-07
TcTcC,8.245861608205382e-06
TcTcL,2.2488713476923767e-06
TcTcT,2.1739089694359643e-05
TcTlC,0.0
TcTlL,0.0
TcTlT,7.496237825641256e-06
TcTtC,1.4992475651282514e-06
TcTtL,7.496237825641257e-07
TcTtT,2.661164428102646e-05
TlCcC,7.496237825641257e-07
TlCcL,3.7481189128206285e-07
TlCcT,3.7481189128206285e-07
TlClC,3.7481189128206285e-07
TlClL,3.7481189128206285e-07
TlClT,7.496237825641257e-07
TlCtC,1.4992475651282514e-06
TlCtL,0.0
TlCtT,0.0
TlLcC,0.0
TlLcL,3.7481189128206285e-07
TlLcT,0.0
TlLlC,0.0
TlLlL,0.0
TlLlT,0.0
TlLtC,0.0
TlLtL,0.0
TlLtT,3.7481189128206285e-07
TlTcC,1.4992475651282514e-06
TlTcL,0.0
TlTcT,7.496237825641257e-07
TlTlC,0.0
TlTlL,0.0
TlTlT,0.0
TlTtC,3.7481189128206285e-07
TlTtL,0.0
TlTtT,0.0
TtCcC,2.998495130256503e-06
TtCcL,3.7481189128206285e-07
TtCcT,3.7481189128206285e-07
TtClC,0.0
TtClL,0.0
TtClT,3.7481189128206285e-07
TtCtC,7.121425934359194e-06
TtCtL,3.7481189128206285e-07
TtCtT,3.7481189128206285e-07
TtLcC,0.0
TtLcL,0.0
TtLcT,3.7481189128206285e-07
TtLlC,0.0
TtLlL,0.0
TtLlT,0.0
TtLtC,1.1244356738461884e-06
TtLtL,0.0
TtLtT,3.7481189128206285e-07
TtTcC,4.122930804102691e-06
TtTcL,7.496237825641257e-07
TtTcT,1.0494732955897759e-05
TtTlC,1.1244356738461884e-06
TtTlL,0.0
TtTlT,4.872554586666817e-06
TtTtC,3.748118912820628e-06
TtTtL,1.874059456410314e-06
TtTtT,1.7990970781539014e-05
