,proportion
C,0.6414156250247496
L,0.14068591769246885
T,0.09961351070945408
Cc,0.033709094810114096
Cl,0.009181640606719069
Ct,0.019715777734098536
Lc,0.007109516578792192
Ll,0.001001862607665131
Lt,0.005650101914230769
Tc,0.004681358731612419
Tl,0.002244201040669934
Tt,0.0031881046545031975
CcC,0.009974706839089274
CcL,0.001199139182943784
CcT,0.0008175458074047834
ClC,0.002196681865602813
ClL,4.787916881762933e-05
ClT,0.00042407263809900257
CtC,0.0083054158179814
CtL,0.0009161840950441101
CtT,0.0007822664198549513
LcC,0.000714587594759355
LcL,0.0006238691696312152
LcT,4.7159181316612346e-05
LlC,0.00017783691275119462
LlL,2.3399593783051927e-05
LlT,1.1519800016271717e-05
LtC,0.0004917514631945989
LtL,0.0005774299758156199
LtT,0.00014363750645288796
TcC,0.0005691501195539245
TcL,7.811864386034258e-05
TcT,0.00026963531913085987
TlC,8.315855636746145e-05
TlL,7.919862511186806e-06
TlT,0.0002285960315728919
TtC,0.0002192361940596711
TtL,3.419940629830666e-05
TtT,0.0005853498383268066
CcCc,0.00046115199440137714
CcCl,9.35983751322077e-06
CcCt,2.699953128813684e-05
CcLc,5.939896883390104e-05
CcLl,1.4399750020339647e-06
CcLt,8.999843762712278e-06
CcTc,0.000122397875172887
CcTl,3.5999375050849113e-06
CcTt,5.039912507118876e-06
ClCc,8.279856261695296e-06
ClCl,1.0439818764746245e-05
ClCt,3.959931255593403e-06
ClLc,1.0799812515254735e-06
ClLl,2.519956253559438e-06
ClLt,0.0
ClTc,3.959931255593403e-06
ClTl,2.771951878915382e-05
ClTt,2.159962503050947e-06
CtCc,4.175927505898498e-05
CtCl,4.679918756610385e-06
CtCt,4.4999218813561394e-05
CtLc,2.2319612531526454e-05
CtLl,7.199875010169823e-07
CtLt,3.131945629423873e-05
CtTc,5.759900008135859e-06
CtTl,2.519956253559438e-06
CtTt,6.371889384000294e-05
LcCc,2.5919550036611364e-05
LcCl,3.5999375050849113e-06
LcCt,1.7999687525424556e-06
LcLc,1.1159806265763227e-05
LcLl,0.0
LcLt,2.44795750345774e-05
LcTc,2.9879481292204766e-05
LcTl,3.5999375050849117e-07
LcTt,3.5999375050849117e-07
LlCc,3.5999375050849117e-07
LlCl,7.199875010169823e-07
LlCt,1.0799812515254735e-06
LlLc,2.159962503050947e-06
LlLl,1.5119737521356627e-05
LlLt,3.5999375050849117e-07
LlTc,0.0
LlTl,0.0
LlTt,3.5999375050849117e-07
LtCc,3.2399437545764205e-06
LtCl,3.5999375050849117e-07
LtCt,1.7999687525424556e-06
LtLc,1.1519800016271717e-05
LtLl,7.199875010169823e-07
LtLt,1.0799812515254735e-06
LtTc,1.4399750020339647e-06
LtTl,1.5119737521356627e-05
LtTt,1.4399750020339647e-06
TcCc,1.4039756269831156e-05
TcCl,3.5999375050849117e-07
TcCt,1.4399750020339647e-06
TcLc,3.5999375050849113e-06
TcLl,7.199875010169823e-07
TcLt,0.0
TcTc,0.00014867741896000685
TcTl,0.0
TcTt,2.8799500040679294e-06
TlCc,7.199875010169823e-07
TlCl,0.0
TlCt,0.0
TlLc,0.0
TlLl,3.5999375050849117e-07
TlLt,0.0
TlTc,7.199875010169823e-07
TlTl,0.0
TlTt,3.5999375050849117e-07
TtCc,2.519956253559438e-06
TtCl,7.199875010169823e-07
TtCt,3.5999375050849117e-07
TtLc,0.0
TtLl,3.5999375050849117e-07
TtLt,7.199875010169823e-07
TtTc,1.0799812515254735e-06
TtTl,1.0799812515254735e-06
TtTt,2.3039600032543435e-05
CcCcC,0.0004489122068840885
CcCcL,4.4999218813561394e-05
CcCcT,2.159962503050947e-05
CcClC,7.559868760678314e-06
CcClL,1.0799812515254735e-06
CcClT,1.0799812515254735e-06
CcCtC,7.235874385220673e-05
CcCtL,3.959931255593403e-06
CcCtT,1.0799812515254735e-05
CcLcC,1.4759743770848137e-05
CcLcL,1.1159806265763227e-05
CcLcT,3.5999375050849117e-07
CcLlC,0.0
CcLlL,0.0
CcLlT,0.0
CcLtC,3.5999375050849117e-07
CcLtL,0.0
CcLtT,7.199875010169823e-07
CcTcC,1.9079668776950033e-05
CcTcL,3.5999375050849117e-07
CcTcT,7.199875010169823e-07
CcTlC,3.5999375050849117e-07
CcTlL,0.0
CcTlT,0.0
CcTtC,1.4399750020339647e-06
CcTtL,0.0
CcTtT,1.0799812515254735e-06
ClCcC,3.5999375050849113e-06
ClCcL,3.5999375050849117e-07
ClCcT,0.0
ClClC,1.4399750020339645e-05
ClClL,1.4399750020339647e-06
ClClT,0.0
ClCtC,2.159962503050947e-06
ClCtL,3.5999375050849117e-07
ClCtT,3.5999375050849117e-07
ClLcC,0.0
ClLcL,0.0
ClLcT,0.0
ClLlC,0.0
ClLlL,0.0
ClLlT,0.0
ClLtC,3.5999375050849117e-07
ClLtL,3.5999375050849117e-07
ClLtT,0.0
ClTcC,1.0799812515254735e-06
ClTcL,3.5999375050849117e-07
ClTcT,0.0
ClTlC,3.5999375050849117e-07
ClTlL,0.0
ClTlT,0.0
ClTtC,0.0
ClTtL,0.0
ClTtT,0.0
CtCcC,1.187979376678021e-05
CtCcL,1.7999687525424556e-06
CtCcT,1.0799812515254735e-06
CtClC,1.22397875172887e-05
CtClL,7.199875010169823e-07
CtClT,1.0799812515254735e-06
CtCtC,7.199875010169823e-05
CtCtL,1.0799812515254735e-05
CtCtT,2.519956253559438e-06
CtLcC,1.4399750020339647e-06
CtLcL,7.199875010169823e-07
CtLcT,0.0
CtLlC,0.0
CtLlL,0.0
CtLlT,0.0
CtLtC,1.0799812515254735e-06
CtLtL,0.0
CtLtT,0.0
CtTcC,1.0799812515254735e-06
CtTcL,0.0
CtTcT,3.5999375050849117e-07
CtTlC,0.0
CtTlL,0.0
CtTlT,0.0
CtTtC,3.5999375050849117e-07
CtTtL,7.199875010169823e-07
CtTtT,7.199875010169823e-07
LcCcC,1.2959775018305682e-05
LcCcL,1.4399750020339647e-06
LcCcT,1.7999687525424556e-06
LcClC,3.5999375050849117e-07
LcClL,0.0
LcClT,0.0
LcCtC,1.7999687525424556e-06
LcCtL,0.0
LcCtT,0.0
LcLcC,1.4399750020339647e-06
LcLcL,1.1159806265763227e-05
LcLcT,0.0
LcLlC,0.0
LcLlL,0.0
LcLlT,0.0
LcLtC,0.0
LcLtL,0.0
LcLtT,0.0
LcTcC,3.5999375050849117e-07
LcTcL,0.0
LcTcT,0.0
LcTlC,0.0
LcTlL,0.0
LcTlT,0.0
LcTtC,0.0
LcTtL,0.0
LcTtT,0.0
LlCcC,3.5999375050849117e-07
LlCcL,0.0
LlCcT,0.0
LlClC,3.5999375050849117e-07
LlClL,0.0
LlClT,0.0
LlCtC,3.5999375050849117e-07
LlCtL,0.0
LlCtT,0.0
LlLcC,0.0
LlLcL,0.0
LlLcT,0.0
LlLlC,0.0
LlLlL,0.0
LlLlT,0.0
LlLtC,0.0
LlLtL,0.0
LlLtT,0.0
LlTcC,0.0
LlTcL,0.0
LlTcT,0.0
LlTlC,0.0
LlTlL,0.0
LlTlT,0.0
LlTtC,0.0
LlTtL,0.0
LlTtT,0.0
LtCcC,3.2399437545764205e-06
LtCcL,0.0
LtCcT,0.0
LtClC,0.0
LtClL,0.0
LtClT,0.0
LtCtC,1.0799812515254735e-06
LtCtL,0.0
LtCtT,0.0
LtLcC,1.0799812515254735e-06
LtLcL,0.0
LtLcT,0.0
LtLlC,0.0
LtLlL,0.0
LtLlT,0.0
LtLtC,0.0
LtLtL,0.0
LtLtT,0.0
LtTcC,0.0
LtTcL,0.0
LtTcT,0.0
LtTlC,0.0
LtTlL,3.5999375050849117e-07
LtTlT,8.639850012203788e-06
LtTtC,7.199875010169823e-07
LtTtL,5.3999062576273676e-06
LtTtT,0.0
TcCcC,1.7639693774916068e-05
TcCcL,1.0799812515254735e-06
TcCcT,1.4399750020339647e-06
TcClC,1.0799812515254735e-06
TcClL,0.0
TcClT,0.0
TcCtC,2.519956253559438e-06
TcCtL,0.0
TcCtT,0.0
TcLcC,0.0
TcLcL,3.5999375050849117e-07
TcLcT,0.0
TcLlC,0.0
TcLlL,0.0
TcLlT,0.0
TcLtC,0.0
TcLtL,0.0
TcLtT,0.0
TcTcC,5.759900008135859e-06
TcTcL,0.0
TcTcT,7.199875010169823e-07
TcTlC,3.5999375050849117e-07
TcTlL,0.0
TcTlT,0.0
TcTtC,0.0
