0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
C,0.38175857467894253,0.38175857467894253,0.38175857467894253,0.38175857467894253,0.38175857467894253,0.38175857467894253,0.38175857467894253,0.38175857467894253,0.38175857467894253,0.38175857467894253,0.38175857467894253,0.38175857467894253,0.3186093604844817,0.3186093604844817,0.3186093604844817,0.28942978118353435,0.28942978118353435,0.28942978118353435,0.28942978118353435,0.28942978118353435,0.23157069638988875,0.23157069638988875,0.23157069638988875,0.23157069638988875,0.2791153304564365,0.2791153304564365,0.2791153304564365,0.2791153304564365,0.2791153304564365,0.2791153304564365,0.23279730514191632,0.23279730514191632,0.23279730514191632,0.23279730514191632,0.23279730514191632,0.23279730514191632,0.1823108240020782,0.1823108240020782,0.1823108240020782,0.1823108240020782,0.21210361220719068,0.21210361220719068,0.21210361220719068,0.21210361220719068,0.21210361220719068,0.21046591009903545,0.21046591009903545,0.21046591009903545,0.2560736759061417,0.2560736759061417,0.2560736759061417,0.2560736759061417,0.2560736759061417,0.2560736759061417,0.2560736759061417,0.2560736759061417,0.2560736759061417,0.2560736759061417,0.2560736759061417,0.2560736759061417
D,0.024908112156846095,0.024908112156846095,0.024908112156846095,0.024908112156846095,0.024908112156846095,0.024908112156846095,0.024908112156846095,0.024908112156846095,0.024908112156846095,0.024908112156846095,0.024908112156846095,0.024908112156846095,0.02437821423681155,0.02437821423681155,0.02437821423681155,0.0238085787209315,0.0238085787209315,0.0238085787209315,0.0238085787209315,0.0238085787209315,0.03262591949691793,0.03262591949691793,0.03262591949691793,0.03262591949691793,0.03341163020593467,0.03341163020593467,0.03341163020593467,0.03341163020593467,0.03341163020593467,0.03341163020593467,0.05601179355146656,0.05601179355146656,0.05601179355146656,0.05601179355146656,0.05601179355146656,0.05601179355146656,0.06273601543328428,0.06273601543328428,0.06273601543328428,0.06273601543328428,0.06871296936217652,0.06871296936217652,0.06871296936217652,0.06871296936217652,0.06871296936217652,0.10035622226930581,0.10035622226930581,0.10035622226930581,0.10300571186947856,0.10300571186947856,0.10300571186947856,0.10300571186947856,0.10300571186947856,0.10300571186947856,0.10300571186947856,0.10300571186947856,0.10300571186947856,0.10300571186947856,0.10300571186947856,0.10300571186947856
I,0.1742476122586073,0.1742476122586073,0.1742476122586073,0.1742476122586073,0.1742476122586073,0.1742476122586073,0.1742476122586073,0.1742476122586073,0.1742476122586073,0.1742476122586073,0.1742476122586073,0.1742476122586073,0.23792672437310272,0.23792672437310272,0.23792672437310272,0.2676759391899301,0.2676759391899301,0.2676759391899301,0.2676759391899301,0.2676759391899301,0.31671768320758925,0.31671768320758925,0.31671768320758925,0.31671768320758925,0.2683873384320247,0.2683873384320247,0.2683873384320247,0.2683873384320247,0.2683873384320247,0.2683873384320247,0.29210520040101307,0.29210520040101307,0.29210520040101307,0.29210520040101307,0.29210520040101307,0.29210520040101307,0.3358674596590335,0.3358674596590335,0.3358674596590335,0.3358674596590335,0.30009771752502873,0.30009771752502873,0.30009771752502873,0.30009771752502873,0.30009771752502873,0.2700921667260547,0.2700921667260547,0.2700921667260547,0.22183491131877567,0.22183491131877567,0.22183491131877567,0.22183491131877567,0.22183491131877567,0.22183491131877567,0.22183491131877567,0.22183491131877567,0.22183491131877567,0.22183491131877567,0.22183491131877567,0.22183491131877567
