D,I
1.2485218749777747,0.9574213432410259
1.2485218749777747,0.9574213432410259
1.2485218749777747,0.9574213432410259
1.2485218749777747,0.9574213432410259
1.2485218749777747,0.9574213432410259
1.2485218749777747,0.9574213432410259
1.2485218749777747,0.9574213432410259
1.2485218749777747,0.9574213432410259
1.2485218749777747,0.9574213432410259
1.2485218749777747,0.9574213432410259
1.2485218749777747,0.9574213432410259
1.2485218749777747,0.9574213432410259
1.2893828555779765,1.3094881343945886
1.2893828555779765,1.3094881343945886
1.2893828555779765,1.3094881343945886
1.3883072540075538,1.486941857108777
1.3883072540075538,1.486941857108777
1.3883072540075538,1.486941857108777
1.3883072540075538,1.486941857108777
1.3883072540075538,1.486941857108777
2.340880446477979,2.0108320260664865
2.340880446477979,2.0108320260664865
2.340880446477979,2.0108320260664865
2.340880446477979,2.0108320260664865
2.4997842599232225,1.6162129353744343
2.4997842599232225,1.6162129353744343
2.4997842599232225,1.6162129353744343
2.4997842599232225,1.6162129353744343
2.4997842599232225,1.6162129353744343
2.4997842599232225,1.6162129353744343
4.929650763788716,1.8248613666248708
4.929650763788716,1.8248613666248708
4.929650763788716,1.8248613666248708
4.929650763788716,1.8248613666248708
4.929650763788716,1.8248613666248708
4.929650763788716,1.8248613666248708
6.080568384027344,2.1854861621549277
6.080568384027344,2.1854861621549277
6.080568384027344,2.1854861621549277
6.080568384027344,2.1854861621549277
6.115738152994309,1.698647102900299
6.115738152994309,1.698647102900299
6.115738152994309,1.698647102900299
6.115738152994309,1.698647102900299
6.115738152994309,1.698647102900299
7.390763732752931,1.618649046282072
7.390763732752931,1.618649046282072
7.390763732752931,1.618649046282072
6.9208624558510525,1.2953466587271143
6.9208624558510525,1.2953466587271143
6.9208624558510525,1.2953466587271143
6.9208624558510525,1.2953466587271143
6.9208624558510525,1.2953466587271143
6.9208624558510525,1.2953466587271143
6.9208624558510525,1.2953466587271143
6.9208624558510525,1.2953466587271143
6.9208624558510525,1.2953466587271143
6.9208624558510525,1.2953466587271143
6.9208624558510525,1.2953466587271143
6.9208624558510525,1.2953466587271143
