D,I
1.059973523269402,1.0747534452962302
1.059973523269402,1.0747534452962302
1.059973523269402,1.0747534452962302
1.059973523269402,1.0747534452962302
1.059973523269402,1.0747534452962302
1.059973523269402,1.0747534452962302
1.059973523269402,1.0747534452962302
1.059973523269402,1.0747534452962302
1.059973523269402,1.0747534452962302
1.059973523269402,1.0747534452962302
1.059973523269402,1.0747534452962302
1.059973523269402,1.0747534452962302
0.8344312156518358,1.2251692642801355
0.8344312156518358,1.2251692642801355
0.8344312156518358,1.2251692642801355
0.6554885583684708,1.3247821172866536
0.6554885583684708,1.3247821172866536
0.6554885583684708,1.3247821172866536
0.6554885583684708,1.3247821172866536
0.6554885583684708,1.3247821172866536
0.45366415865019827,1.5991155406193038
0.45366415865019827,1.5991155406193038
0.45366415865019827,1.5991155406193038
0.45366415865019827,1.5991155406193038
0.47740545418888497,1.51520588953325
0.47740545418888497,1.51520588953325
0.47740545418888497,1.51520588953325
0.47740545418888497,1.51520588953325
0.47740545418888497,1.51520588953325
0.47740545418888497,1.51520588953325
0.24748901871907478,2.025447007368961
0.24748901871907478,2.025447007368961
0.24748901871907478,2.025447007368961
0.24748901871907478,2.025447007368961
0.24748901871907478,2.025447007368961
0.24748901871907478,2.025447007368961
0.22374772318037864,2.175862826352867
0.22374772318037864,2.175862826352867
0.22374772318037864,2.175862826352867
0.22374772318037864,2.175862826352867
0.24443725963392218,2.0781096390375837
0.24443725963392218,2.0781096390375837
0.24443725963392218,2.0781096390375837
0.24443725963392218,2.0781096390375837
0.24443725963392218,2.0781096390375837
0.15339625855992683,2.2115842869604543
0.15339625855992683,2.2115842869604543
0.15339625855992683,2.2115842869604543
0.3017793556767401,2.1742911086999985
0.3017793556767401,2.1742911086999985
0.3017793556767401,2.1742911086999985
0.3017793556767401,2.1742911086999985
0.3017793556767401,2.1742911086999985
0.3017793556767401,2.1742911086999985
0.3017793556767401,2.1742911086999985
0.3017793556767401,2.1742911086999985
0.3017793556767401,2.1742911086999985
0.3017793556767401,2.1742911086999985
0.3017793556767401,2.1742911086999985
0.3017793556767401,2.1742911086999985
