D,I
0.4689769571152556,1.027809965875446
0.4689769571152556,1.027809965875446
0.4689769571152556,1.027809965875446
0.4689769571152556,1.027809965875446
0.4689769571152556,1.027809965875446
0.4689769571152556,1.027809965875446
0.4689769571152556,1.027809965875446
0.4689769571152556,1.027809965875446
0.4689769571152556,1.027809965875446
0.4689769571152556,1.027809965875446
0.4689769571152556,1.027809965875446
0.4689769571152556,1.027809965875446
0.4141730503319211,1.597130587494925
0.4141730503319211,1.597130587494925
0.4141730503319211,1.597130587494925
0.2667251496947287,1.8197053616486105
0.2667251496947287,1.8197053616486105
0.2667251496947287,1.8197053616486105
0.2667251496947287,1.8197053616486105
0.2667251496947287,1.8197053616486105
0.2545716795557464,2.3433213147821506
0.2545716795557464,2.3433213147821506
0.2545716795557464,2.3433213147821506
0.2545716795557464,2.3433213147821506
0.2561375054638422,1.8732054673791956
0.2561375054638422,1.8732054673791956
0.2561375054638422,1.8732054673791956
0.2561375054638422,1.8732054673791956
0.2561375054638422,1.8732054673791956
0.2561375054638422,1.8732054673791956
0.12129826782259132,2.3136118855076706
0.12129826782259132,2.3136118855076706
0.12129826782259132,2.3136118855076706
0.12129826782259132,2.3136118855076706
0.12129826782259132,2.3136118855076706
0.12129826782259132,2.3136118855076706
0.11973244191449552,2.8389872517717385
0.11973244191449552,2.8389872517717385
0.11973244191449552,2.8389872517717385
0.11973244191449552,2.8389872517717385
0.07765629012289864,2.3871265650344196
0.07765629012289864,2.3871265650344196
0.07765629012289864,2.3871265650344196
0.07765629012289864,2.3871265650344196
0.07765629012289864,2.3871265650344196
0.09024330603094753,2.254560878905646
0.09024330603094753,2.254560878905646
0.09024330603094753,2.254560878905646
0.1403497350899946,1.756733284655389
0.1403497350899946,1.756733284655389
0.1403497350899946,1.756733284655389
0.1403497350899946,1.756733284655389
0.1403497350899946,1.756733284655389
0.1403497350899946,1.756733284655389
0.1403497350899946,1.756733284655389
0.1403497350899946,1.756733284655389
0.1403497350899946,1.756733284655389
0.1403497350899946,1.756733284655389
0.1403497350899946,1.756733284655389
0.1403497350899946,1.756733284655389
