D,I
2.6809241741755225,1.3892792252291106
2.6809241741755225,1.3892792252291106
2.6809241741755225,1.3892792252291106
2.6809241741755225,1.3892792252291106
2.6809241741755225,1.3892792252291106
2.6809241741755225,1.3892792252291106
2.6809241741755225,1.3892792252291106
2.6809241741755225,1.3892792252291106
2.6809241741755225,1.3892792252291106
2.6809241741755225,1.3892792252291106
2.6809241741755225,1.3892792252291106
2.6809241741755225,1.3892792252291106
2.874362528490459,1.8850947679029202
2.874362528490459,1.8850947679029202
2.874362528490459,1.8850947679029202
3.1887263633932394,2.0766920245754985
3.1887263633932394,2.0766920245754985
3.1887263633932394,2.0766920245754985
3.1887263633932394,2.0766920245754985
3.1887263633932394,2.0766920245754985
4.8352905786103175,2.535066337759619
4.8352905786103175,2.535066337759619
4.8352905786103175,2.535066337759619
4.8352905786103175,2.535066337759619
4.752388426761057,2.140053760473787
4.752388426761057,2.140053760473787
4.752388426761057,2.140053760473787
4.752388426761057,2.140053760473787
4.752388426761057,2.140053760473787
4.752388426761057,2.140053760473787
7.285374176881076,2.3583789761981016
7.285374176881076,2.3583789761981016
7.285374176881076,2.3583789761981016
7.285374176881076,2.3583789761981016
7.285374176881076,2.3583789761981016
7.285374176881076,2.3583789761981016
8.899663300390252,2.593987821135959
8.899663300390252,2.593987821135959
8.899663300390252,2.593987821135959
8.899663300390252,2.593987821135959
8.606833138567444,2.1814354646882417
8.606833138567444,2.1814354646882417
8.606833138567444,2.1814354646882417
8.606833138567444,2.1814354646882417
8.606833138567444,2.1814354646882417
9.362878161508284,1.953790270548977
9.362878161508284,1.953790270548977
9.362878161508284,1.953790270548977
8.690449596508738,1.5850636339982882
8.690449596508738,1.5850636339982882
8.690449596508738,1.5850636339982882
8.690449596508738,1.5850636339982882
8.690449596508738,1.5850636339982882
8.690449596508738,1.5850636339982882
8.690449596508738,1.5850636339982882
8.690449596508738,1.5850636339982882
8.690449596508738,1.5850636339982882
8.690449596508738,1.5850636339982882
8.690449596508738,1.5850636339982882
8.690449596508738,1.5850636339982882
